trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,NaN,0,NaN,2,3,2,0.25,0.34267,0.43782,0.43782,0.092667,11,3,4,4
2,NaN,0,NaN,1,3,2,0.27392,0.25,0.43782,0.43782,0.023917,7,3,4,1
3,NaN,0,NaN,1,1,2,0.34267,0.25,0.32082,0.32082,0.092667,8,3,3,4
4,NaN,0,NaN,1,4,2,0.34267,0.25,0.43782,0.43782,0.092667,18,3,4,4
5,NaN,0,NaN,1,2,1,0.27392,0.25,0.43782,0.43782,0.023917,20,3,4,1
6,NaN,0,NaN,1,2,1,0.46975,0.4,0.2227,0.2227,0.06975,10,4,2,1
7,NaN,0,NaN,2,1,2,0.25,0.27392,0.2227,0.2227,0.023917,13,3,2,1
8,NaN,0,NaN,1,2,2,0.19683,0.15,0.2227,0.2227,0.046833,18,2,2,1
9,NaN,0,NaN,1,2,2,0.27392,0.25,0.32082,0.32082,0.023917,12,3,3,1
10,NaN,0,NaN,1,1,1,0.34267,0.25,0.2227,0.2227,0.092667,10,3,2,4
11,NaN,0,NaN,1,4,1,0.19683,0.15,0.2227,0.2227,0.046833,7,2,2,1
12,NaN,0,NaN,1,1,1,0.34267,0.25,0.43782,0.43782,0.092667,3,3,4,4
13,NaN,0,NaN,2,3,1,0.15,0.19683,0.2227,0.2227,0.046833,5,2,2,1
14,NaN,0,NaN,1,3,2,0.27392,0.25,0.32082,0.32082,0.023917,9,3,3,1
15,NaN,0,NaN,2,4,1,0.25,0.27392,0.2227,0.2227,0.023917,12,3,2,1
16,NaN,0,NaN,2,2,1,0.4,0.46975,0.32082,0.32082,0.06975,10,4,3,1
17,NaN,0,NaN,1,4,1,0.58433,0.4,0.2227,0.2227,0.18433,6,4,2,4
18,NaN,0,NaN,1,2,1,0.46975,0.4,0.32082,0.32082,0.06975,15,4,3,1
19,NaN,0,NaN,1,2,1,0.24267,0.15,0.2227,0.2227,0.092667,10,2,2,4
20,NaN,0,NaN,2,3,1,0.15,0.24267,0.43782,0.43782,0.092667,16,2,4,4
21,NaN,0,NaN,2,2,2,0.25,0.27392,0.43782,0.43782,0.023917,10,3,4,1
22,NaN,0,NaN,2,3,2,0.25,0.34267,0.2227,0.2227,0.092667,7,3,2,4
23,NaN,0,NaN,1,3,2,0.58433,0.4,0.2227,0.2227,0.18433,11,4,2,4
24,NaN,0,NaN,1,1,2,0.24267,0.15,0.2227,0.2227,0.092667,19,2,2,4
25,NaN,0,NaN,2,1,1,0.15,0.19683,0.43782,0.43782,0.046833,3,2,4,1
26,NaN,0,NaN,1,4,1,0.24267,0.15,0.43782,0.43782,0.092667,7,2,4,4
27,NaN,0,NaN,2,3,2,0.4,0.46975,0.43782,0.43782,0.06975,4,4,4,1
28,NaN,0,NaN,1,1,2,0.34267,0.25,0.2227,0.2227,0.092667,8,3,2,4
29,NaN,0,NaN,2,2,1,0.15,0.19683,0.32082,0.32082,0.046833,10,2,3,1
30,NaN,0,NaN,2,3,2,0.15,0.24267,0.32082,0.32082,0.092667,12,2,3,4
31,NaN,0,NaN,1,4,2,0.24267,0.15,0.43782,0.43782,0.092667,3,2,4,4
32,NaN,0,NaN,1,4,1,0.19683,0.15,0.2227,0.2227,0.046833,7,2,2,1
33,NaN,0,NaN,2,3,2,0.15,0.24267,0.32082,0.32082,0.092667,3,2,3,4
34,NaN,0,NaN,1,2,1,0.19683,0.15,0.32082,0.32082,0.046833,11,2,3,1
35,NaN,0,NaN,2,2,1,0.4,0.46975,0.43782,0.43782,0.06975,10,4,4,1
36,NaN,0,NaN,2,4,1,0.25,0.27392,0.32082,0.32082,0.023917,6,3,3,1
37,NaN,0,NaN,2,1,1,0.15,0.24267,0.2227,0.2227,0.092667,17,2,2,4
38,NaN,0,NaN,1,1,2,0.58433,0.4,0.32082,0.32082,0.18433,9,4,3,4
39,NaN,0,NaN,1,1,2,0.46975,0.4,0.43782,0.43782,0.06975,5,4,4,1
40,NaN,0,NaN,1,1,1,0.34267,0.25,0.32082,0.32082,0.092667,18,3,3,4
41,NaN,0,NaN,1,2,1,0.19683,0.15,0.32082,0.32082,0.046833,2,2,3,1
42,NaN,0,NaN,1,1,2,0.27392,0.25,0.2227,0.2227,0.023917,15,3,2,1
43,NaN,0,NaN,2,4,1,0.4,0.46975,0.2227,0.2227,0.06975,8,4,2,1
44,NaN,0,NaN,2,2,2,0.15,0.24267,0.43782,0.43782,0.092667,18,2,4,4
45,NaN,0,NaN,1,1,1,0.19683,0.15,0.32082,0.32082,0.046833,1,2,3,1
46,NaN,0,NaN,1,2,2,0.24267,0.15,0.32082,0.32082,0.092667,16,2,3,4
47,NaN,0,NaN,2,4,2,0.25,0.34267,0.43782,0.43782,0.092667,10,3,4,4
48,NaN,0,NaN,1,1,2,0.46975,0.4,0.2227,0.2227,0.06975,15,4,2,1
49,NaN,0,NaN,1,1,2,0.34267,0.25,0.32082,0.32082,0.092667,11,3,3,4
50,NaN,0,NaN,1,2,2,0.46975,0.4,0.43782,0.43782,0.06975,3,4,4,1
51,NaN,0,NaN,2,4,2,0.15,0.19683,0.43782,0.43782,0.046833,17,2,4,1
52,NaN,0,NaN,2,2,2,0.25,0.34267,0.2227,0.2227,0.092667,18,3,2,4
53,NaN,0,NaN,1,2,2,0.58433,0.4,0.43782,0.43782,0.18433,10,4,4,4
54,NaN,0,NaN,1,3,1,0.58433,0.4,0.43782,0.43782,0.18433,18,4,4,4
55,NaN,0,NaN,1,2,1,0.46975,0.4,0.2227,0.2227,0.06975,3,4,2,1
56,NaN,0,NaN,2,4,2,0.15,0.19683,0.43782,0.43782,0.046833,13,2,4,1
57,NaN,0,NaN,2,2,2,0.15,0.24267,0.32082,0.32082,0.092667,8,2,3,4
58,NaN,0,NaN,2,2,2,0.4,0.58433,0.32082,0.32082,0.18433,15,4,3,4
59,NaN,0,NaN,1,1,2,0.27392,0.25,0.2227,0.2227,0.023917,4,3,2,1
60,NaN,0,NaN,1,3,2,0.19683,0.15,0.43782,0.43782,0.046833,16,2,4,1
61,NaN,0,NaN,2,1,1,0.25,0.34267,0.32082,0.32082,0.092667,5,3,3,4
62,NaN,0,NaN,2,3,1,0.25,0.27392,0.43782,0.43782,0.023917,9,3,4,1
63,NaN,0,NaN,2,3,1,0.15,0.24267,0.2227,0.2227,0.092667,6,2,2,4
64,NaN,0,NaN,1,3,1,0.25,0.34267,0.43782,0.43782,0.06975,10,4,3,1
65,NaN,0,NaN,1,4,1,0.6,NaN,0.2227,NaN,0.18433,2,4,2,4
66,NaN,0,NaN,2,3,2,0.6,NaN,0.56218,NaN,0.18433,1,4,4,4
67,NaN,0,NaN,1,1,2,0.15,NaN,0.14805,NaN,0.06975,10,4,3,1
68,NaN,0,NaN,1,3,1,0.1,NaN,0.43782,NaN,0.18433,1,4,2,4
69,NaN,0,NaN,1,3,1,0.15,NaN,0.43782,NaN,0.18433,4,4,3,4
70,NaN,0,NaN,1,3,1,0.1,NaN,0.14805,NaN,0.18433,1,4,4,4
71,NaN,0,NaN,2,3,2,0.25,NaN,0.2227,NaN,0.023917,9,3,3,1
72,NaN,0,NaN,1,2,2,0.27392,0.25,0.32082,0.32082,0.18433,17,4,3,4
