trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.39755,1,2,2,1,1,0.15,0.24267,0.26894,0.26894,0.092667,2,2,3,1
2,0.45716,1,1,1,2,2,0.34267,0.25,0.14805,0.14805,0.092667,13,3,2,4
3,0.86876,1,2,2,1,1,0.25,0.34267,0.14805,0.14805,0.092667,19,3,2,4
4,0.27037,1,1,1,4,1,0.34267,0.25,0.26894,0.26894,0.092667,2,3,3,1
5,0.24209,1,2,2,1,1,0.15,0.24267,0.14805,0.14805,0.092667,18,2,2,1
6,0.29355,1,2,2,4,1,0.4,0.5385,0.43782,0.43782,0.1385,13,4,4,1
7,0.41541,1,1,1,4,1,0.34267,0.25,0.14805,0.14805,0.092667,18,3,2,1
8,0.73906,1,2,2,4,1,0.25,0.34267,0.26894,0.26894,0.092667,4,3,3,4
9,0.63071,0,1,2,2,2,0.25,0.29683,0.26894,0.26894,0.046833,6,3,3,4
10,0.26438,1,2,2,1,2,0.15,0.33433,0.26894,0.26894,0.18433,14,2,3,4
11,0.42006,1,2,2,4,1,0.4,0.49267,0.26894,0.26894,0.092667,16,4,3,1
12,0.46969,1,1,1,4,2,0.34267,0.25,0.43782,0.43782,0.092667,9,3,4,1
13,0.78542,1,2,2,3,2,0.4,0.44683,0.14805,0.14805,0.046833,3,4,2,4
14,0.31704,1,1,1,2,1,0.49267,0.4,0.14805,0.14805,0.092667,10,4,2,1
15,0.82271,0,2,1,1,2,0.44683,0.4,0.43782,0.43782,0.046833,4,4,4,4
16,0.27436,1,1,1,2,1,0.29683,0.25,0.43782,0.43782,0.046833,5,3,4,1
17,0.7016,1,2,2,3,2,0.4,0.49267,0.14805,0.14805,0.092667,13,4,2,4
18,0.35167,1,2,2,4,1,0.4,0.49267,0.43782,0.43782,0.092667,2,4,4,1
19,0.29134,1,1,1,4,1,0.24267,0.15,0.43782,0.43782,0.092667,19,2,4,1
20,0.48508,1,2,2,2,2,0.25,0.34267,0.26894,0.26894,0.092667,13,3,3,4
21,0.27268,1,1,1,1,1,0.19683,0.15,0.14805,0.14805,0.046833,2,2,2,1
22,0.91634,1,2,2,3,2,0.4,0.49267,0.14805,0.14805,0.092667,5,4,2,4
23,0.45393,1,1,1,3,2,0.49267,0.4,0.43782,0.43782,0.092667,12,4,4,4
24,0.27361,1,1,1,3,1,0.29683,0.25,0.26894,0.26894,0.046833,3,3,3,1
25,NaN,0,NaN,2,1,1,0.4,0.44683,0.26894,0.26894,0.046833,18,4,3,4
26,0.26095,1,2,2,3,1,0.25,0.29683,0.14805,0.14805,0.046833,3,3,2,1
27,0.30658,1,2,2,1,2,0.15,0.19683,0.26894,0.26894,0.046833,15,2,3,1
28,0.35829,1,2,2,2,1,0.25,0.34267,0.43782,0.43782,0.092667,11,3,4,4
29,0.22396,1,1,1,2,2,0.19683,0.15,0.14805,0.14805,0.046833,16,2,2,1
30,0.43556,0,1,2,4,2,0.15,0.151,0.43782,0.43782,0.001,1,2,4,1
31,0.34123,1,2,2,1,2,0.15,0.19683,0.26894,0.26894,0.046833,10,2,3,1
32,0.26492,1,2,2,3,1,0.15,0.33433,0.14805,0.14805,0.18433,5,2,2,4
33,0.31657,0,1,2,3,2,0.4,0.44683,0.14805,0.14805,0.046833,19,4,2,1
34,0.23823,1,1,1,2,2,0.19683,0.15,0.43782,0.43782,0.046833,5,2,4,1
35,0.71386,1,2,2,3,2,0.25,0.34267,0.43782,0.43782,0.092667,2,3,4,4
36,0.40548,1,1,1,2,2,0.29683,0.25,0.26894,0.26894,0.046833,1,3,3,4
37,0.37512,1,2,2,3,2,0.15,0.33433,0.14805,0.14805,0.18433,7,2,2,4
38,0.25882,1,1,1,3,1,0.251,0.25,0.26894,0.26894,0.001,15,3,3,1
39,0.81451,1,1,1,1,2,0.29683,0.25,0.14805,0.14805,0.046833,12,3,2,4
40,0.2882,1,1,1,2,1,0.251,0.25,0.14805,0.14805,0.001,11,3,2,1
41,0.33174,0,1,2,3,2,0.4,0.44683,0.26894,0.26894,0.046833,8,4,3,4
42,1.0215,0,2,1,4,2,0.49267,0.4,0.14805,0.14805,0.092667,15,4,2,4
43,0.47315,1,1,1,2,2,0.51558,0.4,0.26894,0.26894,0.11558,9,4,3,4
44,0.30874,0,2,1,4,1,0.49267,0.4,0.26894,0.26894,0.092667,7,4,3,1
45,0.28647,1,1,1,4,2,0.19683,0.15,0.43782,0.43782,0.046833,6,2,4,1
46,0.62608,1,1,1,4,1,0.5385,0.4,0.43782,0.43782,0.1385,7,4,4,1
47,0.42173,1,2,2,4,2,0.25,0.251,0.14805,0.14805,0.001,11,3,2,1
48,0.73537,0,2,1,2,2,0.51558,0.4,0.43782,0.43782,0.11558,17,4,4,4
49,0.38694,1,2,2,4,2,0.4,0.5385,0.26894,0.26894,0.1385,17,4,3,1
50,0.32666,1,2,2,1,2,0.15,0.2885,0.43782,0.43782,0.1385,1,2,4,4
51,0.30438,0,1,2,1,2,0.25,0.251,0.26894,0.26894,0.001,7,3,3,1
52,0.45999,1,2,2,2,1,0.4,0.5385,0.14805,0.14805,0.1385,19,4,2,1
53,0.26963,1,2,2,1,2,0.15,0.151,0.14805,0.14805,0.001,12,2,2,1
54,0.30537,1,1,1,1,2,0.29683,0.25,0.43782,0.43782,0.046833,19,3,4,1
55,0.18095,0,2,1,1,2,0.49267,0.4,0.43782,0.43782,0.092667,19,4,4,1
56,0.41462,1,2,2,2,1,0.15,0.2885,0.43782,0.43782,0.1385,6,2,4,4
57,0.45833,1,1,1,1,2,0.5385,0.4,0.43782,0.43782,0.1385,15,4,4,4
58,0.98203,0,2,1,3,1,0.2885,0.15,0.26894,0.26894,0.1385,18,2,3,4
59,0.3276,1,2,2,1,1,0.4,0.5385,0.26894,0.26894,0.1385,8,4,3,1
60,0.59522,1,1,1,3,1,0.33433,0.15,0.26894,0.26894,0.18433,6,2,3,4
61,1.0049,1,1,1,1,1,0.33433,0.15,0.43782,0.43782,0.18433,3,2,4,4
62,0.33654,1,1,1,2,2,0.5385,0.4,0.26894,0.26894,0.1385,1,4,3,4
63,0.32423,1,2,2,4,2,0.4,0.5385,0.14805,0.14805,0.1385,12,4,2,1
64,0.42196,1,1,1,2,1,0.4,NaN,0.62246,NaN,0.18433,3,2,2,4
65,0.81747,1,2,2,1,1,0.15,NaN,0.62246,NaN,0.046833,10,3,4,4
66,0.8212,1,1,1,3,1,0.25,NaN,0.62246,NaN,0.1385,16,2,2,4
67,0.81484,0,2,1,3,2,0.4,NaN,0.62246,NaN,0.001,14,3,4,4
68,0.50654,1,1,1,4,1,0.15,NaN,0.43782,NaN,0.046833,11,3,2,4
69,0.27817,0,2,1,2,1,0.25,NaN,0.62246,NaN,0.001,5,2,3,1
70,0.24781,0,2,1,1,1,0.1,NaN,0.26894,NaN,0.046833,6,3,4,1
71,0.40344,1,1,1,1,2,0.15,NaN,0.075858,NaN,0.1385,7,2,3,4
72,0.38919,1,1,1,4,2,0.4,NaN,0.075858,NaN,0.1385,2,2,4,4
