trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.30162,1,2,2,4,1,0.15,0.15,0.43782,0.70603,0.26821,13,4,2,1
2,0.43147,1,1,1,2,1,0.4,0.4,0.5594,0.32082,0.23858,7,3,4,1
3,0.30708,1,2,2,1,1,0.4,0.4,0.43782,0.62216,0.18433,2,4,4,4
4,0.30873,1,1,1,1,2,0.4,0.4,0.7527,0.2227,0.53,10,2,4,4
5,0.43238,1,1,1,3,2,0.25,0.25,0.69691,0.32082,0.37609,16,3,3,4
6,1.028,0,2,1,3,1,0.15,0.15,0.59924,0.43782,0.16142,18,4,2,4
7,0.97374,1,2,2,2,1,0.4,0.4,0.2227,0.7527,0.53,9,2,4,4
8,0.75348,0,2,1,4,2,0.4,0.4,0.68056,0.32082,0.35974,1,3,4,4
9,0.90908,1,1,1,4,2,0.15,0.15,0.62216,0.43782,0.18433,3,4,2,4
10,0.51067,0,2,1,2,1,0.25,0.25,0.5594,0.32082,0.23858,19,3,3,1
11,0.65036,1,2,2,2,1,0.4,0.4,0.32082,0.57265,0.25183,5,3,4,1
12,0.31796,1,2,2,4,1,0.4,0.4,0.43782,0.69765,0.25983,18,4,4,1
13,0.35172,1,2,2,1,1,0.25,0.25,0.43782,0.69765,0.25983,15,4,3,1
14,0.3233,1,2,2,4,1,0.25,0.25,0.2227,0.58419,0.36149,11,2,3,1
15,0.26891,1,2,2,3,1,0.15,0.15,0.43782,0.69765,0.25983,11,4,2,1
16,0.80066,0,2,1,2,1,0.15,0.15,0.7327,0.2227,0.51,20,2,2,4
17,1.2843,0,2,1,1,2,0.15,0.15,0.69691,0.32082,0.37609,3,3,2,4
18,0.45393,1,2,2,4,1,0.25,0.25,0.2227,0.58419,0.36149,8,2,3,1
19,0.36967,1,2,2,4,2,0.4,0.4,0.32082,0.71326,0.39244,13,3,4,4
20,0.30931,0,1,2,1,2,0.25,0.25,0.2227,0.5708,0.3481,6,2,3,1
21,0.2629,1,2,2,3,2,0.4,0.4,0.2227,0.7527,0.53,2,2,4,4
22,0.30668,1,1,1,4,1,0.25,0.25,0.57265,0.32082,0.25183,11,3,3,1
23,0.34833,1,1,1,3,1,0.4,0.4,0.58419,0.2227,0.36149,7,2,4,1
24,0.29605,1,1,1,3,2,0.25,0.25,0.58419,0.2227,0.36149,3,2,3,1
25,0.20364,1,2,2,3,2,0.25,0.25,0.43782,0.68927,0.25145,12,4,3,1
26,0.45324,1,1,1,2,1,0.15,0.15,0.57265,0.32082,0.25183,7,3,2,1
27,0.88882,1,1,1,4,2,0.15,0.15,0.58419,0.2227,0.36149,13,2,2,1
28,0.41246,0,2,1,4,2,0.15,0.15,0.5708,0.2227,0.3481,8,2,2,1
