trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,NaN,0,NaN,1,3,1,0.25,0.25,0.98782,0.43782,0.55,13,4,3,1
2,0.68066,1,1,1,1,1,0.25,0.25,0.81894,0.26894,0.55,16,3,3,4
3,0.40229,1,2,2,2,1,0.15,0.15,0.26894,0.81894,0.55,17,3,2,1
4,0.65404,1,1,1,3,2,0.15,0.15,0.69805,0.14805,0.55,20,2,2,4
5,0.44161,1,1,1,4,2,0.15,0.15,0.81894,0.26894,0.55,1,3,2,1
6,0.40327,1,2,2,2,1,0.15,0.15,0.14805,0.69805,0.55,14,2,2,1
7,0.423,1,1,1,2,2,0.15,0.15,0.98782,0.43782,0.55,9,4,2,4
8,0.39259,1,1,1,1,1,0.4,0.4,0.98782,0.43782,0.55,2,4,4,4
9,0.74829,1,2,2,3,1,0.25,0.25,0.14805,0.69805,0.55,18,2,3,1
10,0.41596,1,1,1,2,2,0.15,0.15,0.69805,0.14805,0.55,10,2,2,1
11,0.35361,1,2,2,1,1,0.25,0.25,0.14805,0.51471,0.36667,9,2,3,1
12,0.20519,1,2,2,4,1,0.15,0.15,0.43782,0.98782,0.55,19,4,2,1
13,0.24892,1,2,2,1,1,0.25,0.25,0.14805,0.69805,0.55,20,2,3,4
14,0.3945,1,1,1,2,2,0.4,0.4,0.69805,0.14805,0.55,14,2,4,4
15,0.24625,1,2,2,2,2,0.25,0.25,0.26894,0.81894,0.55,8,3,3,1
16,0.089834,0,1,2,2,2,0.15,0.15,0.43782,0.98782,0.55,5,4,2,1
17,0.35552,1,1,1,3,1,0.4,0.4,0.98782,0.43782,0.55,2,4,4,4
18,0.3272,1,1,1,3,2,0.4,0.4,0.51471,0.14805,0.36667,5,2,4,1
19,0.34482,1,2,2,4,2,0.25,0.25,0.14805,0.51471,0.36667,6,2,3,1
20,0.5324,1,1,1,1,2,0.25,0.25,0.80449,0.43782,0.36667,5,4,3,4
21,0.42417,1,1,1,4,2,0.25,0.25,0.63561,0.26894,0.36667,7,3,3,1
22,0.53779,1,2,2,1,2,0.15,0.15,0.26894,0.81894,0.55,3,3,2,4
23,0.36546,1,1,1,2,2,0.25,0.25,0.81894,0.26894,0.55,10,3,3,4
24,0.36107,1,1,1,3,1,0.4,0.4,0.63561,0.26894,0.36667,13,3,4,1
25,0.37078,1,1,1,4,2,0.4,0.4,0.98782,0.43782,0.55,3,4,4,1
26,0.40643,1,2,2,2,2,0.25,0.25,0.14805,0.51471,0.36667,18,2,3,4
27,1.05,0,2,1,4,2,0.4,0.4,0.63561,0.26894,0.36667,11,3,4,4
28,0.33173,1,2,2,3,2,0.15,0.15,0.43782,0.98782,0.55,17,4,2,1
29,0.34343,1,1,1,2,2,0.25,0.25,0.81894,0.26894,0.55,2,3,3,4
30,0.41701,1,2,2,1,2,0.15,0.15,0.14805,0.33138,0.18333,4,2,2,1
31,0.30826,1,1,1,2,2,0.4,0.4,0.33138,0.14805,0.18333,11,2,4,1
32,0.30441,1,1,1,1,1,0.15,0.15,0.63561,0.26894,0.36667,12,3,2,1
33,1.234,1,1,1,3,1,0.15,0.15,0.81894,0.26894,0.55,17,3,2,4
34,0.89371,1,2,2,4,1,0.15,0.15,0.14805,0.51471,0.36667,11,2,2,4
35,0.33722,1,1,1,2,1,0.4,0.4,0.33138,0.14805,0.18333,1,2,4,1
36,0.267,1,2,2,1,2,0.4,0.4,0.14805,0.51471,0.36667,3,2,4,4
37,0.27867,1,1,1,1,2,0.4,0.4,0.45227,0.26894,0.18333,18,3,4,1
38,0.27432,1,2,2,2,1,0.4,0.4,0.43782,0.80449,0.36667,18,4,4,4
39,0.46799,1,2,2,2,2,0.25,0.25,0.43782,0.80449,0.36667,20,4,3,4
40,0.39963,1,2,2,2,2,0.25,0.25,0.26894,0.45227,0.18333,6,3,3,1
41,0.55328,1,2,2,4,2,0.15,0.15,0.26894,0.81894,0.55,6,3,2,4
42,0.39689,1,1,1,1,2,0.4,0.4,0.72727,0.26894,0.45833,3,3,4,4
43,0.75258,1,1,1,2,1,0.15,0.15,0.62116,0.43782,0.18333,17,4,2,4
44,0.32226,1,2,2,3,1,0.25,0.25,0.43782,0.98782,0.55,4,4,3,1
45,0.4859,1,2,2,2,1,0.4,0.4,0.43782,0.80449,0.36667,20,4,4,1
46,1.0495,1,2,2,4,1,0.4,0.4,0.14805,0.33138,0.18333,8,2,4,4
47,0.65924,1,2,2,2,2,0.15,0.15,0.14805,0.33138,0.18333,16,2,2,4
48,0.53479,1,1,1,4,2,0.25,0.25,0.62116,0.43782,0.18333,1,4,3,4
49,0.34646,1,2,2,2,2,0.4,0.4,0.26894,0.45227,0.18333,7,3,4,1
50,0.5882,1,2,2,2,1,0.25,0.25,0.14805,0.33138,0.18333,17,2,3,4
51,0.43983,1,1,1,3,2,0.25,0.25,0.80449,0.43782,0.36667,1,4,3,1
52,0.24951,1,2,2,3,2,0.4,0.4,0.43782,0.80449,0.36667,7,4,4,1
53,0.32507,1,2,2,2,2,0.4,0.4,0.26894,0.72727,0.45833,17,3,4,4
54,0.4168,1,1,1,2,1,0.15,0.15,0.62116,0.43782,0.18333,4,4,2,4
