trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img
1,NaN,0,NaN,2,2,1,0.4,0.4,0.32082,0.4364,0.11558,1
2,NaN,0,NaN,2,1,1,0.4,0.4,0.2227,0.45187,0.22917,15
3,NaN,0,NaN,2,4,1,0.15,0.15,0.32082,0.4364,0.11558,12
4,NaN,0,NaN,1,4,2,0.15,0.15,0.31537,0.2227,0.092667,20
5,NaN,0,NaN,2,4,1,0.4,0.4,0.43782,0.53049,0.092667,6
6,NaN,0,NaN,1,1,1,0.25,0.25,0.7104,0.32082,0.38958,7
7,NaN,0,NaN,1,3,1,0.15,0.15,0.45187,0.2227,0.22917,8
8,NaN,0,NaN,1,1,2,0.15,0.15,0.64507,0.43782,0.20725,15
9,NaN,0,NaN,1,3,2,0.15,0.15,0.7104,0.32082,0.38958,6
10,NaN,0,NaN,2,4,2,0.25,0.25,0.43782,0.53049,0.092667,12
11,NaN,0,NaN,1,3,2,0.15,0.15,0.53049,0.43782,0.092667,4
12,NaN,0,NaN,2,2,1,0.15,0.15,0.43782,0.53049,0.092667,9
13,NaN,0,NaN,2,1,1,0.25,0.25,0.2227,0.31537,0.092667,17
14,NaN,0,NaN,2,1,2,0.25,0.25,0.2227,0.45187,0.22917,20
15,NaN,0,NaN,1,2,2,0.15,0.15,0.7104,0.32082,0.38958,16
16,NaN,0,NaN,2,4,1,0.25,0.25,0.32082,0.4364,0.11558,4
17,NaN,0,NaN,1,4,2,0.25,0.25,0.53049,0.43782,0.092667,8
18,NaN,0,NaN,2,1,1,0.4,0.4,0.43782,0.53049,0.092667,14
19,NaN,0,NaN,2,3,2,0.15,0.15,0.43782,0.64507,0.20725,10
20,NaN,0,NaN,1,3,2,0.25,0.25,0.45187,0.2227,0.22917,3
21,NaN,0,NaN,2,1,2,0.4,0.4,0.2227,0.45187,0.22917,2
22,NaN,0,NaN,2,3,2,0.15,0.15,0.32082,0.4364,0.11558,1
23,NaN,0,NaN,2,3,2,0.15,0.15,0.2227,0.45187,0.22917,5
24,NaN,0,NaN,2,3,1,0.15,0.15,0.32082,0.7104,0.38958,13
25,NaN,0,NaN,2,4,1,0.15,0.15,0.2227,0.31537,0.092667,2
26,NaN,0,NaN,1,3,2,0.4,0.4,0.64507,0.43782,0.20725,7
27,NaN,0,NaN,1,1,2,0.4,0.4,0.4364,0.32082,0.11558,6
28,NaN,0,NaN,2,1,2,0.25,0.25,0.32082,0.4364,0.11558,6
29,NaN,0,NaN,1,2,1,0.15,0.15,0.53049,0.43782,0.092667,19
30,NaN,0,NaN,2,2,2,0.15,0.15,0.2227,0.31537,0.092667,3
31,NaN,0,NaN,1,1,1,0.15,0.15,0.45187,0.2227,0.22917,12
32,NaN,0,NaN,1,3,2,0.4,0.4,0.31537,0.2227,0.092667,1
33,NaN,0,NaN,2,2,2,0.15,0.15,0.2227,0.45187,0.22917,5
34,NaN,0,NaN,2,3,1,0.25,0.25,0.43782,0.64507,0.20725,16
35,NaN,0,NaN,2,3,2,0.4,0.4,0.2227,0.31537,0.092667,16
36,NaN,0,NaN,1,1,1,0.4,0.4,0.31537,0.2227,0.092667,12
37,NaN,0,NaN,2,3,2,0.4,0.4,0.2227,0.31537,0.092667,20
38,NaN,0,NaN,2,4,1,0.25,0.25,0.43782,0.53049,0.092667,6
39,NaN,0,NaN,1,2,2,0.25,0.25,0.53049,0.43782,0.092667,13
40,NaN,0,NaN,1,1,2,0.25,0.25,0.4364,0.32082,0.11558,15
41,NaN,0,NaN,1,2,1,0.25,0.25,0.45187,0.2227,0.22917,4
42,NaN,0,NaN,1,4,2,0.4,0.4,0.45187,0.2227,0.22917,13
43,NaN,0,NaN,1,1,2,0.4,0.4,0.64507,0.43782,0.20725,19
44,NaN,0,NaN,2,4,1,0.4,0.4,0.32082,0.7104,0.38958,1
45,NaN,0,NaN,1,3,2,0.25,0.25,0.64507,0.43782,0.20725,1
46,NaN,0,NaN,2,2,2,0.25,0.25,0.32082,0.7104,0.38958,1
47,NaN,0,NaN,1,3,1,0.4,0.4,0.7104,0.32082,0.38958,17
48,NaN,0,NaN,2,3,1,0.25,0.25,0.2227,0.31537,0.092667,19
49,NaN,0,NaN,2,3,2,0.4,0.4,0.32082,0.4364,0.11558,11
50,NaN,0,NaN,1,1,2,0.4,0.4,0.7104,0.32082,0.38958,1
51,NaN,0,NaN,2,3,2,0.25,0.25,0.32082,0.7104,0.38958,2
52,NaN,0,NaN,2,3,2,0.25,0.25,0.32082,0.7104,0.38958,5
53,NaN,0,NaN,2,2,2,0.25,0.25,0.2227,0.31537,0.092667,11
54,NaN,0,NaN,1,1,1,0.15,0.15,0.64507,0.43782,0.20725,1
55,NaN,0,NaN,1,3,2,0.15,0.15,0.31537,0.2227,0.092667,6
56,NaN,0,NaN,1,3,2,0.4,0.4,0.4364,0.32082,0.11558,8
57,NaN,0,NaN,1,2,1,0.25,0.25,0.64507,0.43782,0.20725,17
58,NaN,0,NaN,2,4,1,0.15,0.15,0.32082,0.4364,0.11558,5
59,NaN,0,NaN,1,4,2,0.4,0.4,0.53049,0.43782,0.092667,19
60,NaN,0,NaN,2,2,1,0.4,0.4,0.43782,0.64507,0.20725,19
61,NaN,0,NaN,1,3,2,0.4,0.4,0.7104,0.32082,0.38958,11
62,NaN,0,NaN,2,4,2,0.25,0.25,0.32082,0.4364,0.11558,11
63,NaN,0,NaN,2,4,2,0.4,0.4,0.2227,0.45187,0.22917,7
64,NaN,0,NaN,1,1,1,0.6,NaN,0.32082,NaN,0.20725,16
65,NaN,0,NaN,2,4,1,0.1,NaN,0.14805,NaN,0.092667,4
66,NaN,0,NaN,2,1,2,0.6,NaN,0.32082,NaN,0.38958,5
67,NaN,0,NaN,1,3,1,0.25,NaN,0.2227,NaN,0.092667,1
68,NaN,0,NaN,1,1,1,0.4,NaN,0.2227,NaN,0.11558,2
69,NaN,0,NaN,2,3,1,0.4,NaN,0.32082,NaN,0.092667,2
70,NaN,0,NaN,2,2,1,0.6,NaN,0.2227,NaN,0.20725,6
71,NaN,0,NaN,1,1,1,0.15,0.15,0.64507,0.43782,0.20725,11
72,NaN,0,NaN,2,3,2,0.15,0.15,0.7104,0.32082,0.22917,8
