trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.44875,1,1,1,4,2,0.25,0.25,0.36061,0.26894,0.091667,4,3,3,4
2,0.30043,1,2,2,1,2,0.4,0.4,0.43782,0.62116,0.18333,15,4,4,1
3,0.47811,1,1,1,2,1,0.25,0.25,0.66799,0.43782,0.23017,4,4,3,4
4,0.88175,1,2,2,3,1,0.15,0.15,0.26894,0.31477,0.045833,12,3,2,4
5,0.2774,1,1,1,3,2,0.25,0.25,0.33238,0.14805,0.18433,17,2,3,1
6,0.29507,1,1,1,4,2,0.4,0.4,0.57532,0.43782,0.1375,12,4,4,1
7,0.47463,0,1,2,2,2,0.4,0.4,0.26894,0.31477,0.045833,17,3,4,4
8,0.3323,1,2,2,2,1,0.4,0.4,0.14805,0.56155,0.4135,6,2,4,4
9,0.31211,1,2,2,1,2,0.25,0.25,0.26894,0.40744,0.1385,15,3,3,1
10,0.30772,1,2,2,1,2,0.25,0.25,0.26894,0.40744,0.1385,12,3,3,1
11,0.3893,1,2,2,2,2,0.25,0.25,0.26894,0.36061,0.091667,4,3,3,4
12,0.37704,1,2,2,1,1,0.15,0.15,0.14805,0.51571,0.36767,10,2,2,4
13,0.34068,1,2,2,3,2,0.4,0.4,0.43782,0.57532,0.1375,6,4,4,1
14,0.31032,1,2,2,4,1,0.4,0.4,0.26894,0.36161,0.092667,2,3,4,1
15,0.75401,1,2,2,4,1,0.4,0.4,0.43782,0.64507,0.20725,13,4,4,4
16,0.43763,1,2,2,2,2,0.15,0.15,0.26894,0.36161,0.092667,17,3,2,1
17,0.31923,1,2,2,1,2,0.15,0.15,0.26894,0.36161,0.092667,14,3,2,1
18,0.93901,1,1,1,4,1,0.4,0.4,0.36061,0.26894,0.091667,18,3,4,4
19,0.38072,0,2,1,4,2,0.15,0.15,0.57532,0.43782,0.1375,12,4,2,1
20,0.48031,1,1,1,1,2,0.25,0.25,0.64507,0.43782,0.20725,8,4,3,4
21,0.42797,1,2,2,4,2,0.15,0.15,0.43782,0.59824,0.16042,17,4,2,1
22,0.28517,1,1,1,2,1,0.15,0.15,0.31577,0.26894,0.046833,16,3,2,1
23,0.31322,1,2,2,2,2,0.4,0.4,0.43782,0.59824,0.16042,6,4,4,1
24,0.29293,1,2,2,4,2,0.4,0.4,0.14805,0.51571,0.36767,14,2,4,4
25,0.29454,1,1,1,3,1,0.4,0.4,0.30946,0.14805,0.16142,8,2,4,1
26,0.32228,1,1,1,2,1,0.4,0.4,0.51571,0.14805,0.36767,6,2,4,4
27,0.36583,1,1,1,4,1,0.4,0.4,0.31577,0.26894,0.046833,15,3,4,1
28,0.39148,1,2,2,1,2,0.4,0.4,0.26894,0.31577,0.046833,18,3,4,1
29,0.43522,1,2,2,2,2,0.15,0.15,0.14805,0.46988,0.32183,18,2,2,4
30,0.95687,0,2,1,3,1,0.15,0.15,0.36061,0.26894,0.091667,9,3,2,4
31,0.28047,1,2,2,2,2,0.15,0.15,0.14805,0.30946,0.16142,18,2,2,1
32,0.34023,1,1,1,4,1,0.25,0.25,0.46988,0.14805,0.32183,6,2,3,4
33,0.30193,1,2,2,4,2,0.15,0.15,0.14805,0.46988,0.32183,9,2,2,4
34,1.0415,1,2,2,3,2,0.15,0.15,0.26894,0.38352,0.11458,16,3,2,4
35,0.82888,0,2,1,4,2,0.15,0.15,0.38352,0.26894,0.11458,18,3,2,4
36,0.50282,1,1,1,3,2,0.25,0.25,0.42405,0.14805,0.276,11,2,3,4
37,0.41049,1,1,1,4,2,0.15,0.15,0.30946,0.14805,0.16142,19,2,2,1
38,0.34005,0,2,1,3,1,0.15,0.15,0.28655,0.14805,0.1385,11,2,2,1
39,0.31181,1,2,2,3,2,0.25,0.25,0.43782,0.59824,0.16042,20,4,3,1
40,0.41144,1,1,1,1,2,0.15,0.15,0.64507,0.43782,0.20725,19,4,2,4
41,0.64509,0,1,2,4,1,0.4,0.4,0.26894,0.40644,0.1375,11,3,4,4
42,0.52879,1,1,1,1,1,0.25,0.25,0.57532,0.43782,0.1375,5,4,3,1
