trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img
1,0.31933,0,2,1,1,2,0.85833,0.4,0.32082,0.32082,0.45833,2
2,0.65699,1,1,1,2,2,0.70833,0.25,0.32082,0.32082,0.45833,13
3,0.78863,0,2,1,4,1,0.7,0.15,0.43782,0.43782,0.55,1
4,0.39233,1,2,2,3,2,0.15,0.7,0.2227,0.2227,0.55,3
5,0.40201,0,1,2,3,1,0.15,0.151,0.43782,0.43782,0.001,2
6,0.34954,1,1,1,2,2,0.95,0.4,0.43782,0.43782,0.55,1
7,0.44131,1,1,1,1,1,0.61667,0.25,0.2227,0.2227,0.36667,17
8,0.42692,1,2,2,4,2,0.4,0.85833,0.43782,0.43782,0.45833,9
9,0.32664,1,1,1,4,2,0.85833,0.4,0.32082,0.32082,0.45833,10
10,0.31426,1,1,1,2,2,0.61667,0.25,0.43782,0.43782,0.36667,10
11,0.60388,1,2,2,1,1,0.25,0.61667,0.2227,0.2227,0.36667,12
12,0.74356,0,2,1,4,1,0.8,0.25,0.2227,0.2227,0.55,12
13,0.27319,1,1,1,3,1,0.33433,0.15,0.2227,0.2227,0.18433,17
14,0.57287,1,1,1,1,1,0.33433,0.15,0.2227,0.2227,0.18433,20
15,0.56851,1,2,2,4,2,0.4,0.85833,0.2227,0.2227,0.45833,14
16,0.89818,0,2,1,4,2,0.7,0.15,0.32082,0.32082,0.55,1
17,0.50987,0,2,1,3,1,0.33433,0.15,0.32082,0.32082,0.18433,6
18,0.35358,1,2,2,4,2,0.4,0.76667,0.32082,0.32082,0.36667,15
19,0.35511,1,1,1,4,2,0.95,0.4,0.2227,0.2227,0.55,8
20,0.43881,1,1,1,1,2,0.426,0.15,0.43782,0.43782,0.276,6
21,0.29852,1,2,2,2,2,0.4,0.95,0.32082,0.32082,0.55,5
22,0.58815,0,2,1,1,2,0.76667,0.4,0.32082,0.32082,0.36667,5
23,0.35162,1,2,2,4,1,0.15,0.426,0.2227,0.2227,0.276,3
24,0.64945,1,1,1,4,2,0.8,0.25,0.32082,0.32082,0.55,8
25,0.42911,1,1,1,3,1,0.426,0.15,0.32082,0.32082,0.276,6
26,0.76079,1,2,2,3,2,0.15,0.7,0.2227,0.2227,0.55,4
27,0.87438,1,2,2,2,1,0.4,0.85833,0.43782,0.43782,0.45833,14
28,0.7021,1,2,2,4,2,0.15,0.7,0.32082,0.32082,0.55,16
29,0.79378,1,1,1,4,1,0.8,0.25,0.43782,0.43782,0.55,3
30,0.32344,1,1,1,4,1,0.525,0.25,0.32082,0.32082,0.275,12
31,0.55896,1,2,2,4,2,0.25,0.8,0.2227,0.2227,0.55,9
32,0.45643,1,1,1,1,1,0.7,0.15,0.43782,0.43782,0.55,7
33,0.42033,1,2,2,4,2,0.4,0.85833,0.43782,0.43782,0.45833,15
34,0.47206,1,2,2,1,1,0.25,0.75417,0.2227,0.2227,0.50417,1
35,0.34567,1,1,1,1,1,0.33433,0.15,0.2227,0.2227,0.18433,20
36,0.35725,1,2,2,1,1,0.15,0.33433,0.43782,0.43782,0.18433,12
37,0.44095,1,2,2,1,1,0.25,0.75417,0.32082,0.32082,0.50417,18
38,0.36263,1,2,2,4,1,0.15,0.60833,0.2227,0.2227,0.45833,12
39,0.28625,1,1,1,1,2,0.525,0.25,0.32082,0.32082,0.275,12
40,0.35388,1,1,1,1,1,0.525,0.25,0.2227,0.2227,0.275,3
41,0.31563,1,2,2,4,2,0.4,0.90417,0.43782,0.43782,0.50417,9
42,0.44719,1,2,2,3,1,0.4,0.85833,0.2227,0.2227,0.45833,2
43,0.28093,1,1,1,1,1,0.43333,0.25,0.43782,0.43782,0.18333,9
44,0.5086,1,1,1,3,2,0.8125,0.4,0.2227,0.2227,0.4125,5
45,0.61603,1,1,1,4,2,0.75417,0.25,0.32082,0.32082,0.50417,10
46,0.37794,1,1,1,3,2,0.8125,0.4,0.32082,0.32082,0.4125,2
47,0.57355,1,1,1,3,1,0.60833,0.15,0.32082,0.32082,0.45833,20
48,0.46494,0,1,2,3,2,0.25,0.43333,0.2227,0.2227,0.18333,15
49,1.0669,1,2,2,2,2,0.15,0.60833,0.32082,0.32082,0.45833,14
50,0.33446,1,2,2,1,1,0.4,0.90417,0.2227,0.2227,0.50417,9
51,0.40222,1,1,1,4,2,0.90417,0.4,0.2227,0.2227,0.50417,10
52,0.37986,1,1,1,4,1,0.525,0.25,0.43782,0.43782,0.275,11
53,0.30351,1,1,1,2,1,0.85833,0.4,0.43782,0.43782,0.45833,11
54,0.40917,1,1,1,2,1,0.33433,0.15,0.32082,0.32082,0.18433,7
55,1.0688,1,1,1,2,1,0.70833,0.25,0.2227,0.2227,0.45833,6
56,0.4325,1,2,2,4,1,0.25,0.70833,0.43782,0.43782,0.45833,15
57,0.75397,1,1,1,3,2,0.51667,0.15,0.43782,0.43782,0.36667,5
58,0.42179,1,2,2,3,2,0.4,0.85833,0.2227,0.2227,0.45833,10
59,0.46536,1,1,1,1,1,0.24267,0.15,0.32082,0.32082,0.092667,5
60,0.57908,1,1,1,4,2,0.70833,0.25,0.43782,0.43782,0.45833,18
61,0.36667,1,2,2,4,2,0.4,0.85833,0.32082,0.32082,0.45833,8
62,0.42632,0,1,2,3,2,0.15,0.24267,0.43782,0.43782,0.092667,6
63,0.396,1,2,2,3,1,0.4,0.8125,0.43782,0.43782,0.4125,19
64,0.73566,1,1,1,1,2,0.85833,0.4,0.32082,0.32082,0.275,16
65,1.0174,0,2,1,2,1,0.70833,0.25,0.32082,0.32082,0.4125,9
66,0.46899,1,1,1,4,1,0.7,0.15,0.43782,0.43782,0.4125,15
67,0.36065,1,2,2,4,1,0.15,NaN,0.56218,NaN,0.4125,20
68,0.44233,1,2,2,3,1,0.15,0.151,0.43782,0.43782,0.275,1
69,1.03,0,2,1,4,2,0.15,NaN,0.43782,NaN,0.45833,2
70,0.71359,1,2,2,2,1,0.1,NaN,0.2227,NaN,0.36667,15
71,0.53138,1,1,1,1,2,0.4,NaN,0.14805,NaN,0.36667,6
72,0.39103,1,1,1,1,1,0.15,NaN,0.2227,NaN,0.36667,11
