trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.916,1,2,2,2,1,0.4,0.4,0.2227,0.58937,0.36667,2,2,4,4
2,0.34168,1,2,2,3,1,0.25,0.25,0.2227,0.58937,0.36667,16,2,3,1
3,0.35335,1,2,2,3,1,0.4,0.4,0.32082,0.68749,0.36667,2,3,4,1
4,0.86901,1,2,2,3,2,0.15,0.15,0.32082,0.68749,0.36667,17,3,2,4
5,0.38271,1,2,2,3,2,0.4,0.4,0.2227,0.58937,0.36667,4,2,4,1
6,0.33826,1,2,2,2,1,0.25,0.25,0.43782,0.80449,0.36667,3,4,3,1
7,0.76596,1,2,2,1,2,0.4,0.4,0.32082,0.59582,0.275,17,3,4,4
8,0.3114,1,1,1,1,2,0.4,0.4,0.80449,0.43782,0.36667,15,4,4,1
9,0.50734,1,2,2,1,2,0.25,0.25,0.32082,0.59582,0.275,5,3,3,4
10,0.43691,1,2,2,4,2,0.4,0.4,0.43782,0.89616,0.45833,20,4,4,4
11,0.79262,0,2,1,2,1,0.15,0.15,0.89616,0.43782,0.45833,5,4,2,4
12,1.3483,0,1,2,3,1,0.4,0.4,0.2227,0.58937,0.36667,17,2,4,4
13,0.46197,1,1,1,3,1,0.15,0.15,0.68749,0.32082,0.36667,3,3,2,1
14,0.44153,1,2,2,4,2,0.15,0.15,0.43782,0.94199,0.50417,1,4,2,4
15,0.39715,1,1,1,3,2,0.4,0.4,0.94199,0.43782,0.50417,20,4,4,4
16,0.71088,1,2,2,1,1,0.15,0.15,0.43782,0.94199,0.50417,14,4,2,4
17,0.88255,1,2,2,4,2,0.15,0.15,0.32082,0.59582,0.275,20,3,2,4
18,0.5422,1,2,2,4,1,0.15,0.15,0.32082,0.64165,0.32083,10,3,2,1
19,0.29592,1,1,1,2,2,0.4,0.4,0.64165,0.32082,0.32083,1,3,4,1
20,0.99542,1,1,1,4,1,0.15,0.15,0.68103,0.2227,0.45833,6,2,2,4
21,0.41321,1,2,2,1,1,0.15,0.15,0.43782,0.71282,0.275,4,4,2,1
22,0.96885,0,2,1,2,1,0.4,0.4,0.68103,0.2227,0.45833,13,2,4,4
23,0.67647,1,1,1,1,1,0.25,0.25,0.50415,0.32082,0.18333,10,3,3,4
24,0.75004,0,2,1,4,2,0.4,0.4,0.50415,0.32082,0.18333,1,3,4,4
25,0.34571,1,1,1,3,1,0.4,0.4,0.58937,0.2227,0.36667,13,2,4,1
26,0.50138,1,2,2,4,1,0.4,0.4,0.43782,0.71282,0.275,15,4,4,1
27,0.49505,1,1,1,1,2,0.4,0.4,0.4977,0.2227,0.275,3,2,4,1
28,0.33069,1,1,1,3,2,0.4,0.4,0.64165,0.32082,0.32083,13,3,4,1
