trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img
1,0.30247,1,2,2,4,2,0.4,0.44683,0.32082,0.32082,0.046833,13
2,0.31386,1,1,1,1,1,0.24267,0.15,0.32082,0.32082,0.092667,12
3,0.27768,1,2,2,2,1,0.4,0.44683,0.32082,0.32082,0.046833,1
4,0.92734,1,2,2,4,2,0.15,0.19683,0.32082,0.32082,0.046833,12
5,1.0111,1,2,2,4,2,0.4,0.5385,0.32082,0.32082,0.1385,3
6,0.31667,1,1,1,2,2,0.3885,0.25,0.2227,0.2227,0.1385,11
7,0.26433,1,1,1,3,1,0.151,0.15,0.43782,0.43782,0.001,13
8,0.27602,1,1,1,1,1,0.34267,0.25,0.2227,0.2227,0.092667,10
9,1.0376,1,1,1,1,1,0.19683,0.15,0.2227,0.2227,0.046833,12
10,0.37737,1,2,2,2,1,0.15,0.19683,0.32082,0.32082,0.046833,19
11,0.31694,1,2,2,4,2,0.15,0.151,0.2227,0.2227,0.001,16
12,0.27062,0,1,2,4,1,0.15,0.151,0.32082,0.32082,0.001,14
13,0.33828,1,2,2,2,2,0.4,0.44683,0.2227,0.2227,0.046833,4
14,0.45386,1,1,1,2,2,0.3885,0.25,0.32082,0.32082,0.1385,9
15,0.27956,1,1,1,1,1,0.34267,0.25,0.43782,0.43782,0.092667,8
16,0.3072,1,1,1,2,1,0.29683,0.25,0.2227,0.2227,0.046833,7
17,0.28493,1,1,1,1,2,0.29683,0.25,0.43782,0.43782,0.046833,12
18,0.64057,1,2,2,1,1,0.4,0.5385,0.2227,0.2227,0.1385,16
19,0.34829,1,2,2,1,1,0.25,0.29683,0.32082,0.32082,0.046833,7
20,0.34984,1,2,2,2,1,0.4,0.401,0.2227,0.2227,0.001,14
21,0.4415,0,2,1,3,2,0.34267,0.25,0.32082,0.32082,0.092667,10
22,0.73319,1,1,1,2,1,0.151,0.15,0.43782,0.43782,0.001,15
23,0.99082,1,2,2,4,2,0.15,0.151,0.2227,0.2227,0.001,12
24,0.33858,1,1,1,1,2,0.3885,0.25,0.43782,0.43782,0.1385,7
25,0.30211,1,2,2,3,2,0.25,0.251,0.2227,0.2227,0.001,6
26,0.28791,1,1,1,1,1,0.251,0.25,0.43782,0.43782,0.001,5
27,0.45949,1,1,1,2,1,0.3885,0.25,0.2227,0.2227,0.1385,14
28,0.40512,1,1,1,2,1,0.251,0.25,0.43782,0.43782,0.001,19
29,0.25655,1,2,2,4,2,0.4,0.401,0.43782,0.43782,0.001,9
30,0.39655,0,1,2,3,1,0.25,0.3885,0.43782,0.43782,0.1385,15
31,0.68604,0,1,2,1,2,0.15,0.151,0.43782,0.43782,0.001,14
32,0.44976,1,1,1,3,1,0.5385,0.4,0.32082,0.32082,0.1385,4
33,0.28546,1,2,2,2,1,0.15,0.19683,0.32082,0.32082,0.046833,13
34,0.31107,1,2,2,3,2,0.4,0.401,0.32082,0.32082,0.001,5
35,0.29874,1,2,2,3,2,0.15,0.19683,0.43782,0.43782,0.046833,7
36,0.82242,1,2,2,3,2,0.4,0.49267,0.43782,0.43782,0.092667,3
37,0.30406,0,2,1,1,1,0.401,0.4,0.43782,0.43782,0.001,6
38,0.31569,1,2,2,4,2,0.15,0.19683,0.43782,0.43782,0.046833,9
39,0.35741,1,2,2,2,2,0.25,0.251,0.32082,0.32082,0.001,13
40,0.54498,0,1,2,1,2,0.4,0.49267,0.32082,0.32082,0.092667,1
41,0.66867,1,1,1,4,2,0.19683,0.15,0.43782,0.43782,0.046833,10
42,0.2783,1,2,2,3,1,0.4,0.44683,0.2227,0.2227,0.046833,9
43,0.29797,1,2,2,3,2,0.15,0.19683,0.43782,0.43782,0.046833,20
44,0.89367,0,2,1,4,2,0.5385,0.4,0.32082,0.32082,0.1385,19
45,0.39931,1,1,1,3,2,0.151,0.15,0.2227,0.2227,0.001,10
46,0.42693,1,1,1,1,1,0.41142,0.25,0.2227,0.2227,0.16142,1
47,0.95064,1,2,2,2,1,0.15,0.19683,0.2227,0.2227,0.046833,13
48,0.29633,1,2,2,1,1,0.4,0.58433,0.43782,0.43782,0.18433,13
49,0.25986,0,1,2,4,1,0.15,0.151,0.32082,0.32082,0.001,3
50,0.36565,0,1,2,4,1,0.25,0.251,0.32082,0.32082,0.001,4
51,0.29721,1,1,1,4,2,0.29683,0.25,0.43782,0.43782,0.046833,1
52,0.40488,1,1,1,1,2,0.41142,0.25,0.32082,0.32082,0.16142,2
53,0.83857,1,2,2,3,2,0.25,0.41142,0.2227,0.2227,0.16142,12
54,0.24218,1,1,1,1,1,0.19683,0.15,0.32082,0.32082,0.046833,15
55,0.27792,1,2,2,1,1,0.15,0.19683,0.2227,0.2227,0.046833,17
56,0.39148,1,1,1,4,1,0.19683,0.15,0.2227,0.2227,0.046833,15
57,0.50724,1,1,1,2,2,0.58433,0.4,0.2227,0.2227,0.18433,15
58,0.31684,1,2,2,4,2,0.15,0.17392,0.43782,0.43782,0.023917,8
59,0.80847,1,1,1,3,2,0.17392,0.15,0.32082,0.32082,0.023917,3
60,0.29218,0,2,1,1,2,0.44683,0.4,0.43782,0.43782,0.046833,9
61,0.26976,0,2,1,1,1,0.49267,0.4,0.2227,0.2227,0.092667,16
62,0.27353,1,1,1,2,1,0.5385,0.4,0.43782,0.43782,0.1385,16
63,0.8852,0,2,1,3,1,0.58433,0.4,0.43782,0.43782,0.18433,11
64,0.27073,1,1,1,3,1,0.4,NaN,0.43782,NaN,0.1385,5
65,0.92238,0,2,1,1,1,0.24267,0.15,0.32082,0.32082,0.23017,4
66,0.61406,1,2,2,1,2,0.1,NaN,0.2227,NaN,0.046833,14
67,0.32768,1,2,2,3,1,0.1,NaN,0.43782,NaN,0.046833,8
68,0.71537,1,2,2,1,1,0.1,NaN,0.32082,NaN,0.1385,11
69,0.98905,0,1,2,4,1,0.1,NaN,0.56218,NaN,0.023917,9
70,0.68068,1,2,2,3,2,0.151,0.15,0.43782,0.43782,0.1385,9
71,0.30835,1,2,2,2,1,0.1,NaN,0.32082,NaN,0.276,16
72,0.46998,1,1,1,4,2,0.15,NaN,0.32082,NaN,0.276,18
