correct,RT,response,sLength,mainTrial,position,respond,SOA,tGen,tImg
1,0.67812,9,0.23976,1,1,1,0.22398,1,60
1,0.61516,10,NaN,1,1,0,0.22398,2,57
1,0.74979,9,0.2399,1,1,1,0.22398,1,26
1,0.72067,8,0.16013,2,1,1,0.14932,2,17
1,0.65563,8,0.15994,2,1,1,0.14932,2,27
1,0.83231,9,0.15996,3,1,1,0.14932,1,69
0,1.0172,9,0.090064,3,1,1,0.074661,2,27
1,0.74993,9,0.16047,4,2,1,0.14932,1,36
1,0.6668,8,0.15999,4,1,1,0.14932,2,57
1,0.8555,8,0.15979,5,1,1,0.14932,2,70
1,0.6424,10,NaN,5,2,0,0.11199,1,27
1,0.84694,10,NaN,6,1,0,0.11199,2,49
1,0.56614,10,NaN,6,2,0,0.11199,1,80
1,0.60101,10,NaN,7,2,0,0.074661,2,34
1,0.76119,10,NaN,7,1,0,0.074661,1,37
1,0.92062,8,0.089991,8,1,1,0.074661,2,52
1,0.69933,9,0.049864,8,1,1,0.037331,1,17
0,0.71829,10,0.050335,9,2,1,0.037331,1,52
1,0.63312,9,0.08985,9,1,1,0.074661,1,28
0,0.67403,8,0.089981,10,2,1,0.074661,1,47
0,0.73833,9,0.1096,10,1,1,0.093327,2,42
1,0.73358,8,0.12983,11,2,1,0.11199,2,36
1,0.64246,8,0.12993,11,2,1,0.11199,2,29
1,0.71928,9,0.12993,12,1,1,0.11199,1,44
1,0.76599,9,0.11006,12,1,1,0.093327,1,58
1,0.71892,8,0.10985,13,2,1,0.093327,2,69
1,0.86183,8,0.11007,13,2,1,0.093327,2,60
0,0.83407,10,0.0894,14,1,1,0.074661,1,55
1,0.5834,9,0.11003,14,1,1,0.093327,1,44
0,0.89033,8,0.10984,15,2,1,0.093327,1,9
1,0.62082,9,0.12974,15,1,1,0.11199,1,23
1,0.68384,10,NaN,16,2,0,0.11199,2,68
1,0.64022,10,NaN,16,2,0,0.11199,1,35
0,0.67362,8,0.11006,17,2,1,0.093327,1,61
0,0.75438,8,0.13001,17,2,1,0.11199,1,46
1,0.68324,10,NaN,18,2,0,0.12132,1,14
1,0.54008,10,NaN,18,1,0,0.12132,2,74
0,0.80105,8,0.14,19,2,1,0.12132,1,42
1,0.82168,8,0.1499,19,2,1,0.13066,2,73
1,0.78051,8,0.14991,20,2,1,0.13066,2,32
0,0.83137,8,0.15001,20,1,1,0.13066,1,56
1,0.7962,8,0.14996,21,2,1,0.13999,2,28
0,0.78504,8,0.14995,21,2,1,0.13999,1,56
1,1.1178,8,0.1599,22,1,1,0.14932,2,70
1,0.76257,9,0.15989,22,2,1,0.14932,1,16
1,0.74948,9,0.1601,23,1,1,0.14932,1,29
1,0.51831,10,NaN,23,1,0,0.13999,2,3
0,1.0612,9,0.14993,24,1,1,0.13999,2,3
0,0.86784,8,0.15994,24,2,1,0.14932,1,40
1,0.73878,9,0.16987,25,2,1,0.15866,1,32
0,1.0376,9,0.16989,25,2,1,0.15866,2,24
1,0.99055,9,0.18002,26,1,1,0.16799,1,75
1,0.53338,10,NaN,26,2,0,0.16799,2,3
1,0.67415,9,0.17991,27,1,1,0.16799,1,69
1,0.71702,9,0.16993,27,1,1,0.15866,1,69
0,0.8777,9,0.16981,28,1,1,0.15866,2,68
0,0.68865,8,0.17996,28,2,1,0.16799,1,9
1,0.57747,9,0.19024,29,1,1,0.17732,1,38
0,0.63819,9,0.18998,29,2,1,0.17732,2,57
0,0.6512,8,0.20003,30,1,1,0.18665,1,43
1,0.7319,10,NaN,30,2,0,0.19599,1,77
1,0.89272,10,NaN,31,1,0,0.19599,1,21
0,0.75758,9,0.20993,31,2,1,0.19599,2,60
1,1.0321,8,0.2196,32,2,1,0.20532,2,47
1,0.63127,10,NaN,32,2,0,0.20532,1,49
1,0.81005,10,NaN,33,1,0,0.20532,1,28
0,0.74875,9,0.20975,33,2,1,0.19599,2,76
0,0.89771,9,0.21993,34,1,1,0.20532,2,41
