trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img
1,0.80922,1,2,2,3,1,0.15,NaN,0.075858,NaN,0.55,5
2,1.3169,1,1,1,3,2,0.15,NaN,0.075858,NaN,0.55,5
3,0.32858,1,2,2,3,2,0.15,NaN,0.075858,NaN,0.55,5
4,0.4262,1,1,1,2,2,0.15,NaN,0.075858,NaN,0.55,5
5,0.3898,1,2,2,3,2,0.15,NaN,0.075858,NaN,0.55,5
6,0.90549,0,2,1,3,1,0.15,NaN,0.075858,NaN,0.55,5
7,0.36316,1,1,1,2,1,0.15,NaN,0.075858,NaN,0.55,5
8,1.0149,1,1,1,3,1,0.15,NaN,0.075858,NaN,0.55,5
9,0.41051,1,2,2,1,2,0.15,NaN,0.075858,NaN,0.55,5
10,0.33222,1,1,1,1,1,0.15,NaN,0.075858,NaN,0.55,5
11,0.2718,1,1,1,3,2,0.15,NaN,0.075858,NaN,0.55,5
12,0.84952,1,2,2,1,2,0.15,NaN,0.075858,NaN,0.55,5
13,0.3091,1,1,1,1,1,0.15,NaN,0.075858,NaN,0.36667,5
14,0.96078,0,2,1,2,1,0.15,NaN,0.075858,NaN,0.55,5
15,0.36243,1,2,2,1,1,0.15,NaN,0.075858,NaN,0.55,5
16,0.9981,1,1,1,4,1,0.15,NaN,0.075858,NaN,0.55,5
17,0.31375,1,2,2,2,1,0.15,NaN,0.075858,NaN,0.55,5
18,1.0274,0,1,2,1,2,0.15,NaN,0.075858,NaN,0.55,5
19,0.91904,1,2,2,3,2,0.15,NaN,0.075858,NaN,0.55,5
20,0.76271,1,1,1,2,2,0.15,NaN,0.075858,NaN,0.55,5
21,0.30031,1,2,2,2,1,0.15,NaN,0.075858,NaN,0.36667,5
22,0.34401,1,1,1,3,2,0.15,NaN,0.075858,NaN,0.36667,5
23,0.4817,1,1,1,2,1,0.15,NaN,0.075858,NaN,0.36667,5
24,0.98935,1,2,2,3,1,0.15,NaN,0.075858,NaN,0.55,5
25,0.4087,0,1,2,1,1,0.15,NaN,0.075858,NaN,0.36667,5
26,0.3867,1,2,2,4,2,0.15,NaN,0.075858,NaN,0.36667,5
27,1.0063,0,1,2,4,1,0.15,NaN,0.075858,NaN,0.55,5
28,1.0259,1,2,2,3,2,0.15,NaN,0.075858,NaN,0.55,5
29,0.60372,1,2,2,2,1,0.15,NaN,0.075858,NaN,0.55,5
30,0.92729,0,2,1,2,1,0.15,NaN,0.075858,NaN,0.36667,5
31,0.45096,1,2,2,4,1,0.15,NaN,0.075858,NaN,0.36667,5
32,0.4286,1,2,2,1,2,0.15,NaN,0.075858,NaN,0.55,5
33,0.88824,0,2,1,4,1,0.15,NaN,0.075858,NaN,0.55,5
34,0.25793,1,1,1,1,2,0.15,NaN,0.075858,NaN,0.55,5
35,0.80563,0,2,1,3,2,0.15,NaN,0.075858,NaN,0.36667,5
36,0.76119,0,1,2,3,1,0.15,NaN,0.075858,NaN,0.18333,5
37,0.35493,1,2,2,4,2,0.15,NaN,0.075858,NaN,0.55,5
38,0.29452,1,1,1,4,1,0.15,NaN,0.075858,NaN,0.55,5
39,0.32223,1,1,1,2,1,0.15,NaN,0.075858,NaN,0.36667,5
40,0.79586,1,2,2,4,1,0.15,NaN,0.075858,NaN,0.55,5
41,1.0075,1,1,1,1,1,0.15,NaN,0.075858,NaN,0.55,5
42,0.66519,1,1,1,3,1,0.15,NaN,0.075858,NaN,0.55,5
43,0.34088,1,2,2,1,2,0.15,NaN,0.075858,NaN,0.55,5
44,0.30448,1,1,1,3,2,0.15,NaN,0.075858,NaN,0.55,5
45,0.77015,1,1,1,1,1,0.15,NaN,0.075858,NaN,0.45833,5
46,0.8698,1,2,2,4,1,0.15,NaN,0.075858,NaN,0.55,5
47,0.31343,1,1,1,4,1,0.15,NaN,0.075858,NaN,0.36667,5
48,0.2591,1,1,1,1,2,0.15,NaN,0.075858,NaN,0.45833,5
49,0.82278,1,2,2,1,2,0.15,NaN,0.075858,NaN,0.55,5
50,0.30634,1,1,1,3,2,0.15,NaN,0.075858,NaN,0.55,5
51,0.22811,1,1,1,4,1,0.15,NaN,0.075858,NaN,0.36667,5
52,0.32764,1,1,1,3,1,0.15,NaN,0.075858,NaN,0.55,5
53,0.26541,1,1,1,2,2,0.15,NaN,0.075858,NaN,0.45833,5
54,1.2691,0,1,2,2,1,0.15,NaN,0.075858,NaN,0.36667,5
55,0.36071,0,2,1,3,1,0.15,NaN,0.075858,NaN,0.275,5
56,0.33035,1,1,1,2,2,0.15,NaN,0.075858,NaN,0.36667,5
57,1.006,1,2,2,3,1,0.15,NaN,0.075858,NaN,0.55,5
58,0.40959,1,2,2,3,2,0.15,NaN,0.075858,NaN,0.36667,5
59,0.7473,0,2,1,2,2,0.15,NaN,0.075858,NaN,0.45833,5
60,0.35899,1,1,1,4,1,0.15,NaN,0.075858,NaN,0.45833,5
61,0.64266,1,1,1,3,1,0.15,NaN,0.075858,NaN,0.45833,5
62,0.87623,0,2,1,4,2,0.15,NaN,0.075858,NaN,0.55,5
63,0.8399,0,1,2,2,2,0.15,NaN,0.075858,NaN,0.55,5
64,0.88154,1,2,2,2,2,0.15,NaN,0.075858,NaN,0.55,5
65,1.0212,1,2,2,2,1,0.15,NaN,0.075858,NaN,0.55,5
66,0.32887,1,1,1,3,1,0.15,NaN,0.075858,NaN,0.45833,5
67,0.85061,1,2,2,4,2,0.15,NaN,0.075858,NaN,0.36667,5
68,0.34225,1,1,1,3,2,0.15,NaN,0.075858,NaN,0.45833,5
69,1.0898,1,1,1,3,1,0.15,NaN,0.075858,NaN,0.45833,5
70,0.25147,1,2,2,3,2,0.15,NaN,0.075858,NaN,0.45833,5
71,0.3432,1,1,1,3,1,0.15,NaN,0.075858,NaN,0.55,5
72,0.3069,1,2,2,2,1,0.15,NaN,0.075858,NaN,0.36667,5
