trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img
1,NaN,0,NaN,1,2,1,0.33433,0.15,0.43782,0.43782,0.18433,18
2,NaN,0,NaN,2,2,1,0.15,0.24267,0.14805,0.14805,0.092667,3
3,NaN,0,NaN,2,4,1,0.4,0.5385,0.43782,0.43782,0.1385,17
4,NaN,0,NaN,1,4,1,0.44683,0.4,0.14805,0.14805,0.046833,13
5,NaN,0,NaN,2,1,2,0.15,0.24267,0.14805,0.14805,0.092667,5
6,NaN,0,NaN,2,3,2,0.4,0.44683,0.14805,0.14805,0.046833,13
7,NaN,0,NaN,2,3,2,0.15,0.33433,0.14805,0.14805,0.18433,4
8,NaN,0,NaN,2,2,2,0.25,0.34267,0.14805,0.14805,0.092667,6
9,NaN,0,NaN,1,3,1,0.24267,0.15,0.14805,0.14805,0.092667,13
10,NaN,0,NaN,1,3,1,0.24267,0.15,0.14805,0.14805,0.092667,5
11,NaN,0,NaN,1,2,2,0.44683,0.4,0.26894,0.26894,0.046833,14
12,NaN,0,NaN,1,2,1,0.34267,0.25,0.14805,0.14805,0.092667,15
13,NaN,0,NaN,1,2,1,0.34267,0.25,0.26894,0.26894,0.092667,12
14,NaN,0,NaN,2,4,2,0.4,0.5385,0.26894,0.26894,0.1385,8
15,NaN,0,NaN,1,1,2,0.5385,0.4,0.26894,0.26894,0.1385,1
16,NaN,0,NaN,1,4,1,0.44683,0.4,0.14805,0.14805,0.046833,17
17,NaN,0,NaN,2,3,2,0.25,0.34267,0.43782,0.43782,0.092667,14
18,NaN,0,NaN,2,3,2,0.15,0.24267,0.26894,0.26894,0.092667,7
19,NaN,0,NaN,1,1,2,0.34267,0.25,0.14805,0.14805,0.092667,1
20,NaN,0,NaN,2,1,2,0.4,0.44683,0.43782,0.43782,0.046833,12
21,NaN,0,NaN,2,1,2,0.15,0.24267,0.43782,0.43782,0.092667,19
22,NaN,0,NaN,1,2,1,0.34267,0.25,0.43782,0.43782,0.092667,10
23,NaN,0,NaN,1,3,2,0.34267,0.25,0.26894,0.26894,0.092667,14
24,NaN,0,NaN,1,3,2,0.34267,0.25,0.14805,0.14805,0.092667,18
25,NaN,0,NaN,2,3,1,0.15,0.33433,0.43782,0.43782,0.18433,7
26,NaN,0,NaN,2,3,1,0.25,0.34267,0.26894,0.26894,0.092667,10
27,NaN,0,NaN,2,4,2,0.25,0.34267,0.43782,0.43782,0.092667,9
28,NaN,0,NaN,2,2,2,0.25,0.34267,0.43782,0.43782,0.092667,19
29,NaN,0,NaN,1,4,1,0.33433,0.15,0.26894,0.26894,0.18433,18
30,NaN,0,NaN,1,3,1,0.33433,0.15,0.14805,0.14805,0.18433,16
31,NaN,0,NaN,1,3,1,0.33433,0.15,0.26894,0.26894,0.18433,15
32,NaN,0,NaN,2,2,2,0.15,0.33433,0.43782,0.43782,0.18433,4
33,NaN,0,NaN,1,4,2,0.34267,0.25,0.26894,0.26894,0.092667,16
34,NaN,0,NaN,1,2,1,0.44683,0.4,0.14805,0.14805,0.046833,18
35,NaN,0,NaN,1,1,1,0.24267,0.15,0.43782,0.43782,0.092667,14
36,NaN,0,NaN,2,3,1,0.15,0.24267,0.43782,0.43782,0.092667,20
37,NaN,0,NaN,1,4,2,0.34267,0.25,0.14805,0.14805,0.092667,6
38,NaN,0,NaN,2,1,2,0.4,0.44683,0.43782,0.43782,0.046833,8
39,NaN,0,NaN,2,1,1,0.4,0.44683,0.43782,0.43782,0.046833,14
40,NaN,0,NaN,2,2,2,0.25,0.34267,0.14805,0.14805,0.092667,14
41,NaN,0,NaN,1,4,1,0.5385,0.4,0.43782,0.43782,0.1385,19
42,NaN,0,NaN,2,4,1,0.4,0.5385,0.14805,0.14805,0.1385,17
43,NaN,0,NaN,1,2,2,0.24267,0.15,0.26894,0.26894,0.092667,15
44,NaN,0,NaN,2,1,1,0.15,0.24267,0.26894,0.26894,0.092667,18
45,NaN,0,NaN,1,3,2,0.34267,0.25,0.26894,0.26894,0.092667,1
46,NaN,0,NaN,1,3,1,0.5385,0.4,0.14805,0.14805,0.1385,3
47,NaN,0,NaN,1,1,1,0.34267,0.25,0.26894,0.26894,0.092667,18
48,NaN,0,NaN,1,1,2,0.44683,0.4,0.26894,0.26894,0.046833,14
49,NaN,0,NaN,2,4,1,0.4,0.5385,0.14805,0.14805,0.1385,4
50,NaN,0,NaN,2,3,2,0.4,0.5385,0.26894,0.26894,0.1385,10
51,NaN,0,NaN,2,4,1,0.25,0.34267,0.43782,0.43782,0.092667,9
52,NaN,0,NaN,1,1,1,0.34267,0.25,0.14805,0.14805,0.092667,6
53,NaN,0,NaN,1,4,2,0.34267,0.25,0.43782,0.43782,0.092667,17
54,NaN,0,NaN,2,4,1,0.25,0.34267,0.14805,0.14805,0.092667,2
55,NaN,0,NaN,2,3,1,0.15,0.33433,0.26894,0.26894,0.18433,15
56,NaN,0,NaN,2,3,1,0.25,0.34267,0.26894,0.26894,0.092667,17
57,NaN,0,NaN,2,1,2,0.4,0.44683,0.26894,0.26894,0.046833,17
58,NaN,0,NaN,1,4,2,0.24267,0.15,0.43782,0.43782,0.092667,11
59,NaN,0,NaN,2,3,2,0.15,0.33433,0.43782,0.43782,0.18433,18
60,NaN,0,NaN,2,3,2,0.4,0.5385,0.14805,0.14805,0.1385,20
61,NaN,0,NaN,1,4,2,0.34267,0.25,0.43782,0.43782,0.092667,13
62,NaN,0,NaN,1,4,2,0.33433,0.15,0.14805,0.14805,0.18433,11
63,NaN,0,NaN,2,4,1,0.4,0.5385,0.26894,0.26894,0.1385,19
64,NaN,0,NaN,2,1,2,0.4,NaN,0.075858,NaN,0.092667,6
65,NaN,0,NaN,1,3,1,0.1,NaN,0.14805,NaN,0.046833,3
66,NaN,0,NaN,1,1,1,0.25,NaN,0.075858,NaN,0.046833,17
67,NaN,0,NaN,1,1,2,0.25,NaN,0.14805,NaN,0.1385,2
68,NaN,0,NaN,1,3,1,0.4,NaN,0.14805,NaN,0.092667,7
69,NaN,0,NaN,2,2,1,0.4,NaN,0.075858,NaN,0.1385,19
70,NaN,0,NaN,1,3,2,0.15,0.33433,0.14805,0.14805,0.18433,5
71,NaN,0,NaN,2,2,2,0.25,0.34267,0.14805,0.14805,0.092667,19
72,NaN,0,NaN,1,1,2,0.6,NaN,0.62246,NaN,0.18433,10
