correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
NaN,NaN,NaN,1,1,1,0.16373,NaN,2,60
NaN,NaN,NaN,1,2,1,0.16373,NaN,1,40
NaN,NaN,NaN,1,1,1,0.16373,NaN,1,30
NaN,NaN,NaN,2,1,1,0.16373,NaN,2,58
NaN,NaN,NaN,2,2,1,0.16373,NaN,2,36
NaN,NaN,NaN,3,1,1,0.16373,NaN,2,50
NaN,NaN,NaN,3,1,0,0.16373,NaN,2,14
NaN,NaN,NaN,4,1,1,0.16373,NaN,1,57
NaN,NaN,NaN,4,2,1,0.16373,NaN,2,71
NaN,NaN,NaN,5,1,1,0.16373,NaN,1,55
NaN,NaN,NaN,5,1,1,0.16373,NaN,1,51
NaN,NaN,NaN,6,2,1,0.16373,NaN,2,72
NaN,NaN,NaN,6,1,1,0.16373,NaN,2,48
NaN,NaN,NaN,7,2,0,0.16373,NaN,1,31
NaN,NaN,NaN,7,2,0,0.16373,NaN,2,74
NaN,NaN,NaN,8,1,1,0.16373,NaN,2,65
NaN,NaN,NaN,8,1,1,0.16373,NaN,2,28
NaN,NaN,NaN,9,1,0,0.16373,NaN,2,48
NaN,NaN,NaN,9,1,1,0.16373,NaN,1,35
NaN,NaN,NaN,10,2,1,0.16373,NaN,2,20
NaN,NaN,NaN,10,1,1,0.16373,NaN,1,5
NaN,NaN,NaN,11,1,1,0.16373,NaN,1,38
NaN,NaN,NaN,11,2,1,0.16373,NaN,2,35
NaN,NaN,NaN,12,2,1,0.16373,NaN,1,58
NaN,NaN,NaN,12,1,0,0.16373,NaN,1,50
NaN,NaN,NaN,13,1,1,0.16373,NaN,1,32
NaN,NaN,NaN,13,2,1,0.16373,NaN,1,37
NaN,NaN,NaN,14,2,0,0.16373,NaN,1,42
NaN,NaN,NaN,14,1,1,0.16373,NaN,2,12
NaN,NaN,NaN,15,1,1,0.16373,NaN,1,57
NaN,NaN,NaN,15,2,1,0.16373,NaN,2,49
NaN,NaN,NaN,16,2,0,0.16373,NaN,1,31
NaN,NaN,NaN,16,1,0,0.16373,NaN,2,55
NaN,NaN,NaN,17,2,0,0.16373,NaN,2,57
NaN,NaN,NaN,17,2,1,0.16373,NaN,2,14
NaN,NaN,NaN,18,2,1,0.16373,NaN,2,76
NaN,NaN,NaN,18,2,1,0.16373,NaN,1,24
NaN,NaN,NaN,19,1,1,0.16373,NaN,1,27
NaN,NaN,NaN,19,1,1,0.16373,NaN,2,66
NaN,NaN,NaN,20,1,1,0.16373,NaN,1,24
NaN,NaN,NaN,20,1,0,0.16373,NaN,1,15
NaN,NaN,NaN,21,2,0,0.16373,NaN,1,74
NaN,NaN,NaN,21,2,1,0.16373,NaN,2,73
NaN,NaN,NaN,22,2,1,0.16373,NaN,1,45
NaN,NaN,NaN,22,2,0,0.16373,NaN,2,13
NaN,NaN,NaN,23,1,0,0.16373,NaN,2,3
0,-0.015007,1,23,1,1,0.16373,NaN,2,8
NaN,NaN,NaN,24,2,0,0.16373,NaN,1,17
NaN,NaN,NaN,24,2,1,0.16373,NaN,2,9
NaN,NaN,NaN,25,2,1,0.16373,NaN,1,13
NaN,NaN,NaN,25,2,0,0.16373,NaN,1,34
NaN,NaN,NaN,26,1,1,0.16373,NaN,2,3
NaN,NaN,NaN,26,1,0,0.16373,NaN,1,55
NaN,NaN,NaN,27,2,1,0.16373,NaN,2,37
NaN,NaN,NaN,27,2,1,0.16373,NaN,1,3
NaN,NaN,NaN,28,1,0,0.16373,NaN,2,55
NaN,NaN,NaN,28,2,0,0.16373,NaN,2,43
NaN,NaN,NaN,29,2,0,0.16373,NaN,1,32
NaN,NaN,NaN,29,1,1,0.16373,NaN,2,35
NaN,NaN,NaN,30,2,1,0.16373,NaN,2,57
NaN,NaN,NaN,30,2,0,0.16373,NaN,2,9
NaN,NaN,NaN,31,2,1,0.16373,NaN,2,1
NaN,NaN,NaN,31,2,1,0.16373,NaN,2,29
NaN,NaN,NaN,32,2,1,0.16373,NaN,2,16
NaN,NaN,NaN,32,2,1,0.16373,NaN,2,9
NaN,NaN,NaN,33,2,1,0.16373,NaN,2,29
NaN,NaN,NaN,33,1,1,0.16373,NaN,2,63
NaN,NaN,NaN,34,1,1,0.16373,NaN,1,8
NaN,NaN,NaN,34,2,1,0.16373,NaN,2,67
NaN,NaN,NaN,35,1,1,0.16373,NaN,1,12
NaN,NaN,NaN,35,1,1,0.16373,NaN,1,36
NaN,NaN,NaN,36,2,0,0.16373,NaN,2,8
NaN,NaN,NaN,36,1,0,0.16373,NaN,1,78
NaN,NaN,NaN,37,2,1,0.16373,NaN,2,61
NaN,NaN,NaN,37,2,1,0.16373,NaN,2,71
