trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img
1,0.32227,1,1,1,3,2,0.15,0.15,0.66457,0.32082,0.34375,8
2,0.30992,1,1,1,3,1,0.4,0.4,0.82741,0.43782,0.38958,17
3,0.43168,1,1,1,4,2,0.25,0.25,0.82741,0.43782,0.38958,13
4,0.7313,1,2,2,3,2,0.4,0.4,0.32082,0.59582,0.275,1
5,0.29289,1,2,2,4,1,0.25,0.25,0.2227,0.52062,0.29792,10
6,0.90456,1,1,1,1,2,0.25,0.25,0.54999,0.32082,0.22917,17
7,0.50019,1,2,2,3,1,0.25,0.25,0.43782,0.80449,0.36667,20
8,0.63789,1,2,2,4,2,0.25,0.25,0.43782,0.80449,0.36667,10
9,1.0412,1,1,1,1,2,0.25,0.25,0.54999,0.32082,0.22917,2
10,0.81321,0,2,1,2,2,0.15,0.15,0.70395,0.2227,0.48125,2
11,0.36692,1,1,1,2,1,0.25,0.25,0.64407,0.43782,0.20625,7
12,0.27455,1,2,2,1,2,0.25,0.25,0.32082,0.66457,0.34375,18
13,0.68615,0,2,1,4,2,0.15,0.15,0.54999,0.32082,0.22917,5
14,0.25587,1,1,1,1,1,0.4,0.4,0.52062,0.2227,0.29792,6
15,0.30751,1,2,2,1,1,0.15,0.15,0.43782,0.64407,0.20625,3
16,0.39709,1,1,1,4,2,0.4,0.4,0.72687,0.2227,0.50417,11
17,0.20881,1,2,2,1,2,0.4,0.4,0.2227,0.52062,0.29792,7
18,0.29241,1,2,2,2,2,0.25,0.25,0.43782,0.62116,0.18333,11
19,0.97413,1,2,2,3,1,0.15,0.15,0.43782,0.80449,0.36667,19
20,0.44971,1,2,2,2,1,0.15,0.15,0.2227,0.4977,0.275,19
21,0.48538,1,2,2,1,1,0.15,0.15,0.43782,0.78157,0.34375,19
22,0.35905,0,2,1,4,1,0.15,0.15,0.62116,0.43782,0.18333,4
23,0.55475,1,2,2,4,2,0.15,0.15,0.2227,0.72687,0.50417,14
24,0.33448,1,2,2,2,2,0.4,0.4,0.43782,0.64407,0.20625,18
25,0.37599,1,2,2,3,2,0.25,0.25,0.2227,0.72687,0.50417,12
26,0.30775,1,2,2,1,1,0.25,0.25,0.32082,0.64165,0.32083,18
27,0.40536,1,2,2,1,1,0.25,0.25,0.43782,0.78157,0.34375,9
28,0.79289,1,1,1,2,2,0.15,0.15,0.64165,0.32082,0.32083,8
29,0.98068,0,1,2,1,2,0.15,0.15,0.43782,0.78157,0.34375,7
