correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
1,0.72046,10,1,2,0,0.25,NaN,2,64
0,0.69938,8,1,2,1,0.25,NaN,1,79
1,0.63607,9,1,1,1,0.25,NaN,1,59
1,0.55701,10,2,2,0,0.25,NaN,2,35
1,0.58573,10,2,1,0,0.25,NaN,2,69
1,0.63664,9,3,2,1,0.16667,NaN,1,6
1,0.67139,9,3,2,1,0.16667,NaN,1,45
1,0.68425,8,4,1,1,0.16667,NaN,2,18
0,0.73306,8,4,1,1,0.125,NaN,1,30
1,0.6116,10,5,1,0,0.16667,NaN,1,30
1,0.61858,10,5,1,0,0.16667,NaN,1,21
1,0.76556,10,6,2,0,0.16667,NaN,1,36
1,0.69829,8,6,1,1,0.125,NaN,2,45
1,0.7653,9,7,2,1,0.125,NaN,1,69
1,0.65017,8,7,1,1,0.125,NaN,2,27
1,0.82895,8,8,1,1,0.10417,NaN,2,49
1,0.75529,9,8,1,1,0.10417,NaN,1,68
0,0.71061,9,9,1,1,0.10417,NaN,2,8
1,0.67495,8,9,1,1,0.125,NaN,2,37
1,0.70415,9,10,1,1,0.125,NaN,1,63
1,0.74297,8,10,1,1,0.125,NaN,2,21
1,0.57588,10,11,1,0,0.10417,NaN,2,63
1,0.6726,8,11,2,1,0.10417,NaN,2,72
1,0.70547,10,12,2,0,0.10417,NaN,1,3
1,0.91632,8,12,1,1,0.083333,NaN,2,41
1,0.67716,10,13,1,0,0.083333,NaN,1,27
0,0.68199,8,13,1,1,0.083333,NaN,1,22
1,0.72477,8,14,2,1,0.10417,NaN,2,45
1,0.63373,9,14,2,1,0.10417,NaN,1,66
1,0.66247,8,15,1,1,0.10417,NaN,2,3
0,0.69113,8,15,2,1,0.083333,NaN,1,42
1,0.79017,8,16,1,1,0.09375,NaN,2,42
1,0.63095,10,16,1,0,0.09375,NaN,2,75
1,0.9058,9,17,2,1,0.09375,NaN,1,32
0,0.73865,8,17,1,1,0.083333,NaN,1,33
1,0.6594,10,18,2,0,0.09375,NaN,2,42
1,0.65422,10,18,1,0,0.09375,NaN,1,46
1,0.79309,10,19,1,0,0.09375,NaN,2,59
1,0.72386,9,19,1,1,0.083333,NaN,1,26
1,0.69481,8,20,1,1,0.083333,NaN,2,29
0,0.79958,8,20,1,1,0.083333,NaN,1,7
1,0.82844,8,21,1,1,0.09375,NaN,2,67
0,0.77525,8,21,1,1,0.09375,NaN,1,7
1,0.69409,9,22,1,1,0.10417,NaN,1,59
1,0.72267,8,22,2,1,0.10417,NaN,2,52
0,0.72972,9,23,1,1,0.10417,NaN,2,12
1,0.65655,8,23,1,1,0.11458,NaN,2,12
1,0.96338,8,24,2,1,0.11458,NaN,2,55
0,0.67224,8,24,2,1,0.11458,NaN,1,17
1,0.78099,9,25,1,1,0.125,NaN,1,53
1,0.69174,8,25,1,1,0.125,NaN,2,19
