correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
NaN,NaN,NaN,1,2,1,0.25,NaN,1,80
NaN,NaN,NaN,1,2,1,0.25,NaN,1,57
NaN,NaN,NaN,1,1,0,0.25,NaN,2,70
NaN,NaN,NaN,2,2,1,0.25,NaN,1,37
NaN,NaN,NaN,2,2,1,0.25,NaN,1,19
NaN,NaN,NaN,3,2,0,0.25,NaN,1,63
NaN,NaN,NaN,3,1,1,0.25,NaN,1,63
NaN,NaN,NaN,4,2,1,0.25,NaN,2,36
NaN,NaN,NaN,4,2,1,0.25,NaN,2,11
NaN,NaN,NaN,5,1,1,0.25,NaN,2,63
NaN,NaN,NaN,5,1,1,0.25,NaN,1,48
NaN,NaN,NaN,6,2,1,0.25,NaN,2,14
NaN,NaN,NaN,6,2,1,0.25,NaN,1,38
NaN,NaN,NaN,7,1,1,0.25,NaN,2,24
NaN,NaN,NaN,7,2,1,0.25,NaN,1,33
NaN,NaN,NaN,8,2,1,0.25,NaN,2,51
NaN,NaN,NaN,8,2,1,0.25,NaN,1,5
NaN,NaN,NaN,9,1,1,0.25,NaN,2,74
NaN,NaN,NaN,9,2,1,0.25,NaN,2,3
NaN,NaN,NaN,10,1,1,0.25,NaN,1,53
NaN,NaN,NaN,10,1,1,0.25,NaN,2,68
NaN,NaN,NaN,11,1,1,0.25,NaN,1,54
NaN,NaN,NaN,11,2,1,0.25,NaN,1,49
NaN,NaN,NaN,12,1,1,0.25,NaN,2,15
NaN,NaN,NaN,12,1,1,0.25,NaN,1,10
NaN,NaN,NaN,13,2,1,0.25,NaN,1,73
NaN,NaN,NaN,13,1,1,0.25,NaN,2,3
NaN,NaN,NaN,14,2,1,0.25,NaN,2,75
NaN,NaN,NaN,14,2,1,0.25,NaN,2,27
NaN,NaN,NaN,15,1,0,0.25,NaN,1,15
NaN,NaN,NaN,15,1,1,0.25,NaN,1,66
NaN,NaN,NaN,16,1,1,0.25,NaN,1,63
NaN,NaN,NaN,16,2,1,0.25,NaN,1,55
NaN,NaN,NaN,17,2,1,0.25,NaN,2,46
NaN,NaN,NaN,17,1,0,0.25,NaN,1,32
NaN,NaN,NaN,18,1,1,0.25,NaN,1,16
NaN,NaN,NaN,18,2,1,0.25,NaN,1,11
NaN,NaN,NaN,19,1,0,0.25,NaN,2,58
NaN,NaN,NaN,19,1,0,0.25,NaN,1,55
NaN,NaN,NaN,20,1,1,0.25,NaN,2,65
NaN,NaN,NaN,20,2,1,0.25,NaN,1,3
NaN,NaN,NaN,21,1,1,0.25,NaN,2,58
NaN,NaN,NaN,21,2,1,0.25,NaN,2,57
NaN,NaN,NaN,22,2,1,0.25,NaN,1,42
NaN,NaN,NaN,22,1,0,0.25,NaN,2,40
NaN,NaN,NaN,23,2,1,0.25,NaN,1,64
NaN,NaN,NaN,23,2,1,0.25,NaN,2,44
NaN,NaN,NaN,24,2,1,0.25,NaN,2,58
NaN,NaN,NaN,24,1,1,0.25,NaN,2,60
NaN,NaN,NaN,25,1,1,0.25,NaN,2,52
NaN,NaN,NaN,25,1,1,0.25,NaN,2,40
NaN,NaN,NaN,26,1,1,0.25,NaN,2,27
NaN,NaN,NaN,26,1,1,0.25,NaN,1,36
NaN,NaN,NaN,27,2,1,0.25,NaN,1,18
NaN,NaN,NaN,27,1,1,0.25,NaN,2,72
NaN,NaN,NaN,28,1,1,0.25,NaN,1,12
NaN,NaN,NaN,28,2,1,0.25,NaN,2,49
NaN,NaN,NaN,29,1,1,0.25,NaN,2,51
NaN,NaN,NaN,29,2,1,0.25,NaN,1,6
NaN,NaN,NaN,30,1,1,0.25,NaN,1,71
NaN,NaN,NaN,30,1,1,0.25,NaN,2,64
NaN,NaN,NaN,31,1,1,0.25,NaN,2,36
NaN,NaN,NaN,31,1,1,0.25,NaN,1,10
NaN,NaN,NaN,32,2,1,0.25,NaN,1,38
NaN,NaN,NaN,32,1,1,0.25,NaN,2,57
NaN,NaN,NaN,33,1,1,0.25,NaN,1,32
NaN,NaN,NaN,33,1,0,0.25,NaN,2,57
NaN,NaN,NaN,34,1,1,0.25,NaN,1,38
NaN,NaN,NaN,34,1,1,0.25,NaN,2,7
NaN,NaN,NaN,35,1,0,0.25,NaN,1,17
NaN,NaN,NaN,35,2,0,0.25,NaN,2,53
NaN,NaN,NaN,36,1,1,0.25,NaN,2,66
NaN,NaN,NaN,36,1,0,0.25,NaN,1,16
NaN,NaN,NaN,37,2,1,0.25,NaN,2,76
NaN,NaN,NaN,37,2,0,0.25,NaN,2,27
NaN,NaN,NaN,38,1,1,0.25,NaN,1,44
NaN,NaN,NaN,38,2,0,0.25,NaN,2,1
NaN,NaN,NaN,39,1,1,0.25,NaN,1,36
NaN,NaN,NaN,39,1,1,0.25,NaN,2,42
NaN,NaN,NaN,40,2,1,0.25,NaN,2,24
NaN,NaN,NaN,40,2,1,0.25,NaN,1,39
NaN,NaN,NaN,41,2,0,0.25,NaN,2,13
NaN,NaN,NaN,41,1,1,0.25,NaN,2,22
NaN,NaN,NaN,42,1,1,0.25,NaN,2,66
NaN,NaN,NaN,42,2,1,0.25,NaN,1,71
NaN,NaN,NaN,43,1,1,0.25,NaN,1,23
NaN,NaN,NaN,43,2,0,0.25,NaN,1,75
NaN,NaN,NaN,44,2,1,0.25,NaN,1,56
NaN,NaN,NaN,44,2,1,0.25,NaN,2,68
NaN,NaN,NaN,45,2,1,0.25,NaN,1,57
NaN,NaN,NaN,45,1,1,0.25,NaN,2,48
NaN,NaN,NaN,46,1,1,0.25,NaN,1,54
NaN,NaN,NaN,46,1,1,0.25,NaN,1,78
NaN,NaN,NaN,47,2,0,0.25,NaN,2,17
NaN,NaN,NaN,47,1,1,0.25,NaN,1,16
NaN,NaN,NaN,48,2,1,0.25,NaN,1,28
NaN,NaN,NaN,48,2,0,0.25,NaN,2,27
NaN,NaN,NaN,49,2,1,0.25,NaN,1,24
NaN,NaN,NaN,49,1,0,0.25,NaN,2,12
NaN,NaN,NaN,50,1,1,0.25,NaN,2,56
NaN,NaN,NaN,50,2,1,0.25,NaN,2,18
NaN,NaN,NaN,51,2,1,0.25,NaN,1,36
NaN,NaN,NaN,51,1,0,0.25,NaN,1,10
NaN,NaN,NaN,52,1,1,0.25,NaN,1,15
NaN,NaN,NaN,52,2,1,0.25,NaN,2,27
NaN,NaN,NaN,53,1,1,0.25,NaN,1,16
NaN,NaN,NaN,53,1,1,0.25,NaN,2,30
NaN,NaN,NaN,54,1,1,0.25,NaN,1,59
NaN,NaN,NaN,54,2,1,0.25,NaN,1,72
NaN,NaN,NaN,55,2,0,0.25,NaN,1,10
NaN,NaN,NaN,55,2,1,0.25,NaN,2,23
NaN,NaN,NaN,56,2,0,0.25,NaN,1,69
NaN,NaN,NaN,56,2,1,0.25,NaN,2,73
NaN,NaN,NaN,57,2,1,0.25,NaN,1,61
NaN,NaN,NaN,57,2,1,0.25,NaN,1,64
NaN,NaN,NaN,58,2,1,0.25,NaN,1,51
NaN,NaN,NaN,58,2,1,0.25,NaN,2,60
NaN,NaN,NaN,59,2,1,0.25,NaN,1,70
NaN,NaN,NaN,59,1,0,0.25,NaN,2,42
NaN,NaN,NaN,60,1,1,0.25,NaN,1,7
NaN,NaN,NaN,60,1,1,0.25,NaN,2,8
NaN,NaN,NaN,61,2,1,0.25,NaN,2,67
NaN,NaN,NaN,61,1,0,0.25,NaN,1,7
NaN,NaN,NaN,62,2,1,0.25,NaN,2,20
NaN,NaN,NaN,62,2,0,0.25,NaN,1,29
NaN,NaN,NaN,63,1,0,0.25,NaN,2,60
NaN,NaN,NaN,63,2,1,0.25,NaN,1,33
NaN,NaN,NaN,64,2,1,0.25,NaN,2,6
NaN,NaN,NaN,64,1,1,0.25,NaN,1,5
NaN,NaN,NaN,65,1,1,0.25,NaN,1,45
NaN,NaN,NaN,65,2,0,0.25,NaN,1,9
NaN,NaN,NaN,66,2,1,0.25,NaN,2,26
NaN,NaN,NaN,66,1,1,0.25,NaN,1,4
0,1.5462,2,67,2,1,0.25,NaN,1,67
NaN,NaN,NaN,68,1,1,0.25,NaN,1,63
NaN,NaN,NaN,68,1,1,0.25,NaN,2,15
NaN,NaN,NaN,69,1,1,0.25,NaN,2,6
NaN,NaN,NaN,69,2,1,0.25,NaN,2,35
NaN,NaN,NaN,70,2,1,0.25,NaN,2,64
NaN,NaN,NaN,70,1,1,0.25,NaN,1,49
NaN,NaN,NaN,71,1,1,0.25,NaN,2,72
NaN,NaN,NaN,71,2,1,0.25,NaN,2,41
NaN,NaN,NaN,72,1,1,0.25,NaN,1,54
NaN,NaN,NaN,72,2,0,0.25,NaN,2,32
