trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.54602,1,2,2,4,2,0.25,0.25,0.43782,0.62216,0.18433,18,4,3,4
2,0.54171,1,1,1,2,1,0.4,0.4,0.33238,0.14805,0.18433,18,2,4,1
3,0.33529,1,2,2,3,1,0.4,0.4,0.26894,0.72727,0.45833,1,3,4,4
4,0.27494,1,2,2,2,2,0.4,0.4,0.26894,0.45327,0.18433,7,3,4,1
5,0.48462,1,2,2,4,1,0.4,0.4,0.43782,0.62216,0.18433,8,4,4,1
6,0.94429,1,1,1,4,1,0.15,0.15,0.69805,0.14805,0.55,1,2,2,4
7,0.40395,0,2,1,4,1,0.15,0.15,0.62216,0.43782,0.18433,16,4,2,1
8,0.30162,1,1,1,4,1,0.25,0.25,0.65221,0.14805,0.50417,15,2,3,4
9,0.32924,1,1,1,4,2,0.15,0.15,0.33238,0.14805,0.18433,13,2,2,1
10,0.36491,1,2,2,3,2,0.4,0.4,0.26894,0.45327,0.18433,10,3,4,1
11,0.39061,1,2,2,3,2,0.4,0.4,0.14805,0.65221,0.50417,7,2,4,4
12,0.29818,0,2,1,3,1,0.25,0.25,0.33238,0.14805,0.18433,8,2,3,1
13,0.3419,1,2,2,2,2,0.25,0.25,0.14805,0.65221,0.50417,11,2,3,4
14,0.7436,1,2,2,2,2,0.25,0.25,0.43782,0.53049,0.092667,6,4,3,4
15,0.41919,1,2,2,3,1,0.4,0.4,0.43782,0.53049,0.092667,6,4,4,4
16,0.34877,1,1,1,4,1,0.4,0.4,0.71382,0.43782,0.276,13,4,4,1
17,0.32859,1,2,2,4,2,0.4,0.4,0.43782,0.71382,0.276,17,4,4,1
18,0.35611,0,2,1,2,1,0.4,0.4,0.36161,0.26894,0.092667,5,3,4,1
19,0.83788,1,2,2,1,2,0.4,0.4,0.43782,0.53049,0.092667,9,4,4,4
20,0.42551,1,2,2,4,2,0.25,0.25,0.26894,0.45327,0.18433,9,3,3,1
21,0.3091,1,2,2,4,1,0.4,0.4,0.14805,0.60638,0.45833,6,2,4,4
22,0.36675,1,2,2,1,2,0.15,0.15,0.43782,0.71382,0.276,3,4,2,1
23,0.26645,1,2,2,1,1,0.15,0.15,0.26894,0.45327,0.18433,2,3,2,1
24,0.58214,1,2,2,2,1,0.15,0.15,0.26894,0.45327,0.18433,3,3,2,1
25,0.71972,0,2,1,4,1,0.25,0.25,0.43882,0.43782,0.001,15,4,3,4
26,0.83536,1,1,1,1,2,0.15,0.15,0.72727,0.26894,0.45833,3,3,2,4
27,0.99711,0,1,2,3,2,0.15,0.15,0.43782,0.53049,0.092667,6,4,2,4
28,0.33674,1,1,1,4,2,0.25,0.25,0.72727,0.26894,0.45833,15,3,3,4
29,0.50834,1,2,2,4,2,0.25,0.25,0.43782,0.62216,0.18433,6,4,3,1
30,0.31798,1,2,2,2,1,0.25,0.25,0.43782,0.62216,0.18433,16,4,3,1
31,0.33766,1,2,2,3,1,0.25,0.25,0.26894,0.63561,0.36667,1,3,3,4
32,0.2774,1,1,1,2,2,0.4,0.4,0.42405,0.14805,0.276,12,2,4,1
33,0.34302,1,1,1,2,1,0.25,0.25,0.60638,0.14805,0.45833,7,2,3,4
34,0.97874,0,2,1,4,1,0.15,0.15,0.60638,0.14805,0.45833,5,2,2,4
35,0.35834,1,1,1,4,1,0.4,0.4,0.63561,0.26894,0.36667,6,3,4,4
36,0.82397,0,2,1,3,1,0.15,0.15,0.63561,0.26894,0.36667,6,3,2,4
37,0.32365,1,1,1,4,1,0.25,0.25,0.72727,0.26894,0.45833,1,3,3,4
38,0.46135,1,1,1,4,1,0.25,0.25,0.57632,0.43782,0.1385,12,4,3,4
39,0.32103,1,1,1,3,2,0.4,0.4,0.62216,0.43782,0.18433,19,4,4,1
40,0.67668,1,2,2,4,2,0.15,0.15,0.43782,0.57632,0.1385,13,4,2,4
41,0.42222,1,2,2,3,1,0.25,0.25,0.14805,0.42405,0.276,10,2,3,1
42,0.3299,0,1,2,1,1,0.25,0.25,0.43782,0.53049,0.092667,5,4,3,1
43,0.3176,0,1,2,2,1,0.15,0.15,0.43782,0.57632,0.1385,10,4,2,4
44,1.0473,1,2,2,1,2,0.15,0.15,0.14805,0.65221,0.50417,17,2,2,4
45,0.41092,1,2,2,1,2,0.25,0.25,0.14805,0.42405,0.276,3,2,3,1
46,0.74055,1,1,1,4,2,0.4,0.4,0.62216,0.43782,0.18433,6,4,4,4
47,0.31218,1,1,1,1,1,0.4,0.4,0.33238,0.14805,0.18433,16,2,4,1
48,0.49184,1,2,2,2,2,0.15,0.15,0.14805,0.33238,0.18433,20,2,2,1
49,0.36548,1,2,2,2,1,0.25,0.25,0.14805,0.33238,0.18433,2,2,3,1
50,0.35323,1,2,2,4,2,0.15,0.15,0.14805,0.24071,0.092667,12,2,2,1
51,0.38643,1,2,2,4,2,0.25,0.25,0.26894,0.40744,0.1385,13,3,3,1
52,0.82245,1,1,1,4,1,0.15,0.15,0.72727,0.26894,0.45833,4,3,2,4
53,0.33008,1,2,2,3,2,0.4,0.4,0.26894,0.40744,0.1385,3,3,4,1
54,0.39785,1,2,2,1,2,0.4,0.4,0.14805,0.65221,0.50417,6,2,4,4
55,0.37546,1,2,2,4,1,0.25,0.25,0.26894,0.40744,0.1385,18,3,3,1
56,0.77909,1,1,1,3,1,0.15,0.15,0.72727,0.26894,0.45833,17,3,2,4
57,0.36469,1,2,2,1,1,0.4,0.4,0.14805,0.65221,0.50417,5,2,4,4
58,0.43239,1,2,2,4,1,0.4,0.4,0.26894,0.68144,0.4125,7,3,4,4
59,0.56413,1,2,2,2,2,0.25,0.25,0.26894,0.36161,0.092667,11,3,3,1
60,0.36578,1,1,1,2,2,0.4,0.4,0.24071,0.14805,0.092667,7,2,4,1
61,0.72937,1,2,2,2,1,0.4,0.4,0.26894,0.68144,0.4125,10,3,4,4
62,0.33308,0,1,2,4,1,0.15,0.15,0.26894,0.36161,0.092667,16,3,2,1
63,0.3428,1,2,2,2,2,0.15,0.15,0.43782,0.62216,0.18433,20,4,2,1
64,0.47403,0,2,1,3,2,0.1,NaN,0.14805,NaN,0.18433,2,4,4,4
65,0.39804,1,1,1,2,1,0.4,0.4,0.33238,0.14805,0.45833,12,2,3,4
66,0.39168,1,2,2,2,1,0.25,NaN,0.075858,NaN,0.4125,17,3,3,4
67,0.40336,1,2,2,3,2,0.4,NaN,0.14805,NaN,0.1385,12,3,2,1
68,0.28502,1,1,1,3,1,0.15,NaN,0.43782,NaN,0.18433,7,4,2,1
69,0.82464,0,2,1,4,2,0.15,0.15,0.69805,0.14805,0.23017,3,4,2,4
70,0.30016,1,2,2,1,1,0.1,NaN,0.075858,NaN,0.18433,7,4,3,1
71,1.006,1,1,1,4,1,0.25,0.25,0.65221,0.14805,0.45833,4,2,2,4
72,0.44162,0,1,2,2,1,0.4,NaN,0.26894,NaN,0.092667,3,2,2,1
