correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
NaN,NaN,NaN,1,2,0,0.16373,NaN,2,36
NaN,NaN,NaN,1,1,1,0.16373,NaN,1,5
NaN,NaN,NaN,1,1,1,0.16373,NaN,1,46
NaN,NaN,NaN,2,2,1,0.16373,NaN,2,3
NaN,NaN,NaN,2,2,0,0.16373,NaN,2,19
NaN,NaN,NaN,3,1,1,0.16373,NaN,1,73
NaN,NaN,NaN,3,1,1,0.16373,NaN,2,66
NaN,NaN,NaN,4,2,1,0.16373,NaN,1,35
NaN,NaN,NaN,4,1,1,0.16373,NaN,1,65
NaN,NaN,NaN,5,1,1,0.16373,NaN,2,67
NaN,NaN,NaN,5,1,1,0.16373,NaN,1,78
NaN,NaN,NaN,6,2,1,0.16373,NaN,1,55
NaN,NaN,NaN,6,1,1,0.16373,NaN,1,41
NaN,NaN,NaN,7,1,1,0.16373,NaN,1,68
NaN,NaN,NaN,7,1,1,0.16373,NaN,1,47
NaN,NaN,NaN,8,1,1,0.16373,NaN,1,31
NaN,NaN,NaN,8,1,1,0.16373,NaN,1,31
NaN,NaN,NaN,9,1,0,0.16373,NaN,2,17
NaN,NaN,NaN,9,1,1,0.16373,NaN,2,21
NaN,NaN,NaN,10,2,1,0.16373,NaN,2,58
NaN,NaN,NaN,10,1,1,0.16373,NaN,1,47
NaN,NaN,NaN,11,2,0,0.16373,NaN,1,63
NaN,NaN,NaN,11,1,1,0.16373,NaN,1,51
NaN,NaN,NaN,12,1,1,0.16373,NaN,2,28
NaN,NaN,NaN,12,1,1,0.16373,NaN,1,72
NaN,NaN,NaN,13,1,0,0.16373,NaN,2,37
NaN,NaN,NaN,13,1,1,0.16373,NaN,2,72
NaN,NaN,NaN,14,2,1,0.16373,NaN,2,64
NaN,NaN,NaN,14,1,1,0.16373,NaN,2,38
NaN,NaN,NaN,15,1,0,0.16373,NaN,1,69
NaN,NaN,NaN,15,2,1,0.16373,NaN,1,38
NaN,NaN,NaN,16,2,1,0.16373,NaN,2,2
NaN,NaN,NaN,16,1,1,0.16373,NaN,1,1
NaN,NaN,NaN,17,2,1,0.16373,NaN,1,46
NaN,NaN,NaN,17,2,1,0.16373,NaN,1,51
NaN,NaN,NaN,18,2,1,0.16373,NaN,2,3
NaN,NaN,NaN,18,1,1,0.16373,NaN,1,62
NaN,NaN,NaN,19,2,1,0.16373,NaN,2,46
NaN,NaN,NaN,19,1,1,0.16373,NaN,2,32
NaN,NaN,NaN,20,1,1,0.16373,NaN,2,1
NaN,NaN,NaN,20,2,0,0.16373,NaN,2,55
NaN,NaN,NaN,21,2,1,0.16373,NaN,2,13
NaN,NaN,NaN,21,1,1,0.16373,NaN,2,70
NaN,NaN,NaN,22,1,1,0.16373,NaN,2,44
NaN,NaN,NaN,22,1,1,0.16373,NaN,1,32
NaN,NaN,NaN,23,1,1,0.16373,NaN,1,14
NaN,NaN,NaN,23,1,1,0.16373,NaN,2,41
NaN,NaN,NaN,24,2,1,0.16373,NaN,1,28
NaN,NaN,NaN,24,1,1,0.16373,NaN,1,54
NaN,NaN,NaN,25,1,1,0.16373,NaN,1,26
NaN,NaN,NaN,25,1,1,0.16373,NaN,1,37
NaN,NaN,NaN,26,1,1,0.16373,NaN,2,10
NaN,NaN,NaN,26,1,1,0.16373,NaN,1,67
NaN,NaN,NaN,27,1,1,0.16373,NaN,1,22
NaN,NaN,NaN,27,2,1,0.16373,NaN,1,69
NaN,NaN,NaN,28,1,0,0.16373,NaN,2,35
NaN,NaN,NaN,28,1,1,0.16373,NaN,1,48
NaN,NaN,NaN,29,1,0,0.16373,NaN,1,63
NaN,NaN,NaN,29,2,1,0.16373,NaN,1,51
NaN,NaN,NaN,30,2,1,0.16373,NaN,1,52
NaN,NaN,NaN,30,2,1,0.16373,NaN,2,5
