trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img
1,0.34377,1,2,2,4,2,0.15,0.7,0.43782,0.43782,0.55,13
2,0.25141,1,1,1,1,1,0.8,0.25,0.14805,0.14805,0.55,12
3,0.30106,1,2,2,2,1,0.4,0.95,0.43782,0.43782,0.55,1
4,0.32068,1,2,2,4,2,0.25,0.8,0.43782,0.43782,0.55,12
5,0.50041,1,2,2,4,2,0.25,0.8,0.14805,0.14805,0.55,3
6,0.28604,1,1,1,2,2,0.7,0.15,0.26894,0.26894,0.55,11
7,0.36165,1,1,1,3,1,0.95,0.4,0.14805,0.14805,0.55,13
8,0.57337,1,1,1,1,1,0.95,0.4,0.26894,0.26894,0.55,10
9,0.47101,1,1,1,1,1,0.7,0.15,0.26894,0.26894,0.55,12
10,0.2826,1,2,2,2,1,0.4,0.95,0.26894,0.26894,0.55,19
11,0.35829,1,2,2,4,2,0.15,0.7,0.26894,0.26894,0.55,16
12,0.46398,1,2,2,4,1,0.4,0.76667,0.14805,0.14805,0.36667,14
13,0.37154,1,2,2,2,2,0.25,0.8,0.26894,0.26894,0.55,4
14,0.34133,1,1,1,2,2,0.7,0.15,0.43782,0.43782,0.55,9
15,0.37699,1,1,1,1,1,0.51667,0.15,0.14805,0.14805,0.36667,8
16,0.30858,1,1,1,2,1,0.7,0.15,0.43782,0.43782,0.55,7
17,0.29426,1,1,1,1,2,0.51667,0.15,0.14805,0.14805,0.36667,12
18,0.31388,1,2,2,1,1,0.4,0.76667,0.43782,0.43782,0.36667,16
19,0.50951,1,2,2,1,1,0.15,0.51667,0.43782,0.43782,0.36667,7
20,0.41523,1,2,2,2,1,0.25,0.8,0.43782,0.43782,0.55,14
21,0.33087,1,1,1,3,2,0.51667,0.15,0.43782,0.43782,0.36667,10
22,0.51047,1,1,1,2,1,0.33333,0.15,0.14805,0.14805,0.18333,15
23,0.64824,1,2,2,4,2,0.25,0.61667,0.43782,0.43782,0.36667,12
24,0.29187,1,1,1,1,2,0.51667,0.15,0.26894,0.26894,0.36667,7
25,0.30943,1,2,2,3,2,0.25,0.61667,0.26894,0.26894,0.36667,6
26,0.35321,1,1,1,1,1,0.8,0.25,0.43782,0.43782,0.55,5
27,0.64482,1,1,1,2,1,0.95,0.4,0.14805,0.14805,0.55,14
28,0.37447,1,1,1,2,1,0.61667,0.25,0.14805,0.14805,0.36667,19
29,0.52209,1,2,2,4,2,0.25,0.61667,0.14805,0.14805,0.36667,9
30,0.30183,1,2,2,3,1,0.4,0.95,0.43782,0.43782,0.55,15
31,0.36741,1,2,2,1,2,0.4,0.76667,0.14805,0.14805,0.36667,14
32,0.34708,1,1,1,3,1,0.76667,0.4,0.43782,0.43782,0.36667,4
33,0.41282,1,2,2,2,1,0.4,0.76667,0.26894,0.26894,0.36667,13
34,0.31243,1,2,2,3,2,0.25,0.61667,0.43782,0.43782,0.36667,5
35,0.3721,1,2,2,3,2,0.25,0.43333,0.26894,0.26894,0.18333,7
36,0.34971,1,2,2,3,2,0.25,0.43333,0.14805,0.14805,0.18333,3
37,0.36136,1,1,1,1,1,0.61667,0.25,0.26894,0.26894,0.36667,6
38,0.43708,1,2,2,4,2,0.4,0.58333,0.26894,0.26894,0.18333,9
39,0.32669,1,2,2,2,2,0.4,0.76667,0.14805,0.14805,0.36667,13
40,0.62629,1,2,2,1,2,0.15,0.33333,0.14805,0.14805,0.18333,1
41,0.39,1,1,1,4,2,0.33333,0.15,0.26894,0.26894,0.18333,10
42,0.96762,1,2,2,3,1,0.25,0.43333,0.14805,0.14805,0.18333,9
43,0.53136,1,2,2,3,2,0.25,0.43333,0.26894,0.26894,0.18333,20
44,0.47687,1,1,1,4,2,0.58333,0.4,0.14805,0.14805,0.18333,19
45,0.50464,1,1,1,3,2,0.43333,0.25,0.43782,0.43782,0.18333,10
46,0.30025,1,1,1,1,1,0.51667,0.15,0.26894,0.26894,0.36667,1
47,0.63799,1,2,2,2,1,0.4,0.58333,0.43782,0.43782,0.18333,13
48,0.97759,1,2,2,1,1,0.4,0.58333,0.26894,0.26894,0.18333,13
49,0.34123,1,2,2,4,1,0.4,0.58333,0.43782,0.43782,0.18333,3
50,0.3909,1,2,2,4,1,0.4,0.58333,0.26894,0.26894,0.18333,4
51,0.33053,1,1,1,4,2,0.33333,0.15,0.14805,0.14805,0.18333,1
52,0.40631,1,1,1,1,2,0.43333,0.25,0.26894,0.26894,0.18333,2
53,0.31187,1,2,2,3,2,0.15,0.33333,0.43782,0.43782,0.18333,12
54,0.28349,1,1,1,1,1,0.33333,0.15,0.14805,0.14805,0.18333,15
