trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.46943,0,2,1,2,2,0.4,0.4,0.52062,0.2227,0.29792,20,2,4,1
2,0.80909,1,2,2,2,1,0.25,0.25,0.32082,0.64165,0.32083,19,3,3,4
3,NaN,0,NaN,1,2,2,0.15,0.15,0.64165,0.32082,0.32083,4,3,2,4
4,0.44633,0,2,1,4,2,0.15,0.15,0.54999,0.32082,0.22917,13,3,2,1
5,0.30606,0,2,1,4,1,0.4,0.4,0.59582,0.32082,0.275,11,3,4,1
6,0.46969,0,2,1,3,2,0.15,0.15,0.54353,0.2227,0.32083,2,2,2,1
7,0.57526,1,2,2,2,1,0.4,0.4,0.32082,0.64165,0.32083,9,3,4,4
8,0.89097,1,1,1,2,2,0.15,0.15,0.70395,0.2227,0.48125,13,2,2,4
9,0.42067,1,1,1,4,1,0.15,0.15,0.66699,0.43782,0.22917,17,4,2,1
10,0.94435,1,2,2,3,1,0.15,0.15,0.32082,0.59582,0.275,13,3,2,4
11,0.31553,1,2,2,1,2,0.15,0.15,0.2227,0.56645,0.34375,18,2,2,1
12,0.70115,1,1,1,2,2,0.4,0.4,0.59582,0.32082,0.275,7,3,4,4
13,0.53729,1,2,2,4,1,0.4,0.4,0.2227,0.70395,0.48125,14,2,4,4
14,0.82895,1,2,2,3,1,0.4,0.4,0.32082,0.59582,0.275,15,3,4,4
15,0.57457,1,2,2,2,2,0.4,0.4,0.32082,0.61874,0.29792,3,3,4,1
16,0.33013,1,1,1,4,2,0.4,0.4,0.64407,0.43782,0.20625,11,4,4,1
17,0.82991,1,1,1,4,2,0.15,0.15,0.87324,0.43782,0.43542,5,4,2,4
18,0.73562,1,2,2,1,1,0.25,0.25,0.2227,0.70395,0.48125,11,2,3,4
19,0.32316,0,1,2,1,2,0.4,0.4,0.32082,0.61874,0.29792,3,3,4,1
20,0.81294,1,2,2,4,1,0.25,0.25,0.32082,0.54999,0.22917,13,3,3,4
21,0.34452,1,1,1,3,1,0.15,0.15,0.56645,0.2227,0.34375,16,2,2,1
22,0.49214,1,1,1,3,1,0.25,0.25,0.68103,0.2227,0.45833,5,2,3,4
23,0.30186,1,2,2,1,1,0.25,0.25,0.2227,0.56645,0.34375,11,2,3,1
24,0.5055,0,1,2,4,2,0.15,0.15,0.32082,0.64165,0.32083,13,3,2,1
25,0.30909,1,2,2,1,1,0.25,0.25,0.43782,0.87324,0.43542,10,4,3,4
26,0.51881,1,1,1,4,2,0.4,0.4,0.87324,0.43782,0.43542,9,4,4,4
27,0.39438,0,2,1,4,2,0.4,0.4,0.64407,0.43782,0.20625,7,4,4,1
28,1.062,1,2,2,4,2,0.15,0.15,0.32082,0.54999,0.22917,11,3,2,4
29,0.4237,1,2,2,1,2,0.4,0.4,0.2227,0.68103,0.45833,5,2,4,4
30,0.65134,1,2,2,2,1,0.25,0.25,0.2227,0.54353,0.32083,19,2,3,1
31,0.42108,1,2,2,2,2,0.4,0.4,0.43782,0.85032,0.4125,9,4,4,4
32,1.0488,1,1,1,2,2,0.25,0.25,0.66699,0.43782,0.22917,19,4,3,1
33,0.32437,1,2,2,2,1,0.4,0.4,0.2227,0.54353,0.32083,10,2,4,1
34,0.99011,0,1,2,1,2,0.15,0.15,0.2227,0.68103,0.45833,2,2,2,4
35,0.65767,1,1,1,2,1,0.15,0.15,0.66457,0.32082,0.34375,4,3,2,1
36,0.98141,0,2,1,2,1,0.15,0.15,0.54999,0.32082,0.22917,13,3,2,4
37,0.34301,1,2,2,1,1,0.25,0.25,0.43782,0.66699,0.22917,18,4,3,1
38,0.98664,0,2,1,4,1,0.15,0.15,0.70395,0.2227,0.48125,16,2,2,4
39,0.34031,1,1,1,4,2,0.25,0.25,0.54353,0.2227,0.32083,11,2,3,1
40,0.42391,1,2,2,1,2,0.4,0.4,0.2227,0.72687,0.50417,13,2,4,4
41,0.32357,1,2,2,4,1,0.4,0.4,0.32082,0.66457,0.34375,15,3,4,1
42,0.91728,0,2,1,4,1,0.15,0.15,0.66457,0.32082,0.34375,17,3,2,1
43,0.46501,1,1,1,1,1,0.25,0.25,0.52062,0.2227,0.29792,1,2,3,1
44,0.38862,1,2,2,2,2,0.4,0.4,0.2227,0.72687,0.50417,17,2,4,4
45,0.8942,0,2,1,2,2,0.4,0.4,0.85032,0.43782,0.4125,17,4,4,4
46,0.69789,1,1,1,3,1,0.25,0.25,0.72687,0.2227,0.50417,7,2,3,4
47,0.8296,1,2,2,4,2,0.25,0.25,0.32082,0.59582,0.275,18,3,3,4
48,0.30325,1,2,2,1,2,0.4,0.4,0.43782,0.66699,0.22917,10,4,4,1
49,0.42683,1,2,2,4,1,0.15,0.15,0.2227,0.52062,0.29792,6,2,2,1
50,0.47654,1,2,2,2,1,0.15,0.15,0.43782,0.87324,0.43542,17,4,2,4
51,0.43205,1,1,1,3,1,0.4,0.4,0.87324,0.43782,0.43542,8,4,4,4
52,0.34785,1,2,2,2,2,0.15,0.15,0.43782,0.64407,0.20625,4,4,2,1
