correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
1,0.60482,10,1,2,0,0.21699,NaN,1,73
1,0.72368,8,1,1,1,0.21699,NaN,2,33
0,0.38257,10,1,2,1,0.21699,NaN,1,6
1,0.74146,8,2,1,1,0.25,NaN,2,24
1,0.73024,9,2,1,1,0.25,NaN,1,12
1,0.64913,8,3,2,1,0.25,NaN,2,13
1,0.7699,8,3,1,1,0.17767,NaN,2,5
1,0.79677,8,4,1,1,0.17767,NaN,2,55
1,0.77949,8,4,2,1,0.17767,NaN,2,19
0,0.80422,9,5,1,1,0.1415,NaN,2,27
1,0.65318,9,5,2,1,0.17767,NaN,1,44
1,0.74809,9,6,1,1,0.17767,NaN,1,23
1,0.64283,10,6,2,0,0.17767,NaN,2,15
1,0.74163,8,7,1,1,0.1415,NaN,2,21
1,0.7283,9,7,1,1,0.1415,NaN,1,14
0,0.72128,8,8,2,1,0.1415,NaN,1,13
1,0.68003,9,8,2,1,0.15959,NaN,1,38
1,0.63898,8,9,2,1,0.15959,NaN,2,75
NaN,NaN,NaN,9,1,1,0.15959,NaN,2,50
1,0.62069,9,10,1,1,0.15959,NaN,1,10
1,0.58143,9,10,1,1,0.1415,NaN,1,21
1,0.71828,10,11,1,0,0.1415,NaN,1,37
1,0.56909,10,11,2,0,0.1415,NaN,1,61
0,0.83597,9,12,2,1,0.12342,NaN,2,71
0,0.79081,8,12,2,1,0.1415,NaN,1,56
1,0.73751,8,13,2,1,0.15959,NaN,2,10
1,0.55443,10,13,1,0,0.15959,NaN,1,60
1,0.67332,8,14,2,1,0.15959,NaN,2,76
1,0.88607,8,14,2,1,0.1415,NaN,2,21
1,0.60098,10,15,1,0,0.1415,NaN,1,28
1,0.72774,8,15,1,1,0.1415,NaN,2,63
1,0.72259,9,16,1,1,0.13246,NaN,1,31
1,0.71336,8,16,1,1,0.13246,NaN,2,7
1,0.76226,8,17,2,1,0.13246,NaN,2,35
1,0.57904,9,17,1,1,0.12342,NaN,1,79
1,0.73185,9,18,1,1,0.12342,NaN,1,66
1,0.76071,8,18,1,1,0.12342,NaN,2,62
0,0.74365,9,19,1,1,0.11438,NaN,2,72
1,0.63237,9,19,1,1,0.12342,NaN,1,74
1,0.68279,9,20,1,1,0.12342,NaN,1,61
1,0.62216,9,20,1,1,0.12342,NaN,1,23
1,0.66481,10,21,2,0,0.11438,NaN,1,29
1,0.58132,10,21,2,0,0.11438,NaN,1,67
0,0.69053,9,22,1,1,0.11438,NaN,2,12
1,0.64142,10,22,1,0,0.12342,NaN,2,74
0,0.7301,9,23,2,1,0.12342,NaN,2,36
1,0.56893,9,23,1,1,0.13246,NaN,1,75
0,0.70583,9,24,1,1,0.13246,NaN,2,19
1,0.66072,8,24,2,1,0.1415,NaN,2,50
0,0.74342,9,25,1,1,0.1415,NaN,2,56
1,0.63419,9,25,2,1,0.15055,NaN,1,23
1,0.59324,10,26,2,0,0.15055,NaN,2,74
1,0.60788,9,26,2,1,0.15055,NaN,1,10
1,0.74084,9,27,1,1,0.1415,NaN,1,14
1,0.66337,8,27,2,1,0.1415,NaN,2,32
1,0.70657,9,28,2,1,0.1415,NaN,1,23
0,0.64712,9,28,1,1,0.13246,NaN,2,19
1,0.71217,9,29,2,1,0.1415,NaN,1,7
1,0.58491,9,29,1,1,0.1415,NaN,1,71
0,0.80782,8,30,1,1,0.1415,NaN,1,46
1,0.59265,8,30,2,1,0.15055,NaN,2,64
1,0.74147,9,31,1,1,0.15055,NaN,1,60
1,0.65221,9,31,1,1,0.15055,NaN,1,78
1,0.75109,8,32,2,1,0.1415,NaN,2,60
1,0.65402,8,32,2,1,0.1415,NaN,2,45
1,0.61071,9,33,1,1,0.1415,NaN,1,2
1,0.67756,8,33,2,1,0.13246,NaN,2,17
0,0.82638,9,34,1,1,0.13246,NaN,2,35
1,0.84922,8,34,1,1,0.1415,NaN,2,68
0,0.932,9,35,2,1,0.1415,NaN,2,55
1,0.54894,10,35,2,0,0.15055,NaN,1,62
1,0.76134,8,36,1,1,0.15055,NaN,2,17
1,0.69263,8,36,2,1,0.15055,NaN,2,58
1,0.57333,10,37,1,0,0.1415,NaN,2,2
0,0.7082,9,37,2,1,0.1415,NaN,2,26
1,0.51905,10,38,2,0,0.14602,NaN,1,65
1,0.67178,9,38,2,1,0.14602,NaN,1,24
1,0.82073,9,39,2,1,0.14602,NaN,1,41
1,0.70156,8,39,1,1,0.1415,NaN,2,57
1,0.81636,8,40,2,1,0.1415,NaN,2,8
1,0.62114,9,40,1,1,0.1415,NaN,1,61
1,0.71206,10,41,1,0,0.13698,NaN,1,49
1,0.62479,9,41,1,1,0.13698,NaN,1,35
1,0.76765,8,42,2,1,0.13698,NaN,2,38
1,0.70458,8,42,1,1,0.13246,NaN,2,61
1,0.91727,8,43,1,1,0.13246,NaN,2,28
1,0.70013,10,43,1,0,0.13246,NaN,1,16
1,0.89283,10,44,2,0,0.12794,NaN,2,62
1,0.61184,9,44,1,1,0.12794,NaN,1,20
1,0.68262,10,45,1,0,0.12794,NaN,2,70
1,0.63739,9,45,2,1,0.12342,NaN,1,25
1,0.67619,8,46,1,1,0.12342,NaN,2,32
1,0.62518,9,46,1,1,0.12342,NaN,1,56
1,0.71191,8,47,1,1,0.1189,NaN,2,33
1,0.79477,8,47,1,1,0.1189,NaN,2,28
1,0.74558,10,48,1,0,0.1189,NaN,1,25
1,0.64041,9,48,2,1,0.11438,NaN,1,60
0,0.77926,9,49,2,1,0.11438,NaN,2,50
1,0.70413,8,49,1,1,0.1189,NaN,2,67
1,0.78494,8,50,1,1,0.1189,NaN,2,36
1,0.81572,8,50,2,1,0.1189,NaN,2,73
1,0.62265,9,51,2,1,0.11438,NaN,1,47
1,0.65536,9,51,1,1,0.11438,NaN,1,55
1,0.75799,9,52,2,1,0.11438,NaN,1,20
0,0.68682,8,52,1,1,0.10986,NaN,1,71
1,0.82201,10,53,2,0,0.11438,NaN,2,68
1,0.73279,8,53,2,1,0.11438,NaN,2,7
1,0.76545,9,54,2,1,0.11438,NaN,1,35
1,0.61831,10,54,2,0,0.10986,NaN,2,58
0,0.71326,9,55,2,1,0.10986,NaN,2,1
1,0.674,8,55,2,1,0.11438,NaN,2,73
1,0.70901,9,56,2,1,0.11438,NaN,1,70
1,0.73954,9,56,2,1,0.11438,NaN,1,64
1,0.76061,8,57,2,1,0.10986,NaN,2,69
1,0.57546,8,57,2,1,0.10986,NaN,2,66
1,0.93,8,58,1,1,0.10986,NaN,2,12
1,0.5111,10,58,2,0,0.10534,NaN,2,30
1,0.81987,9,59,1,1,0.10534,NaN,1,32
1,0.79266,9,59,2,1,0.10534,NaN,1,73
1,0.73341,8,60,2,1,0.10082,NaN,2,40
1,0.64632,8,60,2,1,0.10082,NaN,2,52
0,0.84718,8,61,2,1,0.10082,NaN,1,10
1,0.61594,9,61,2,1,0.10534,NaN,1,36
1,0.94275,10,62,1,0,0.10534,NaN,2,47
1,0.5957,9,62,1,1,0.10534,NaN,1,31
1,0.71647,10,63,2,0,0.10082,NaN,1,22
1,0.6633,9,63,1,1,0.10082,NaN,1,20
1,0.47212,10,64,1,0,0.10082,NaN,2,64
1,0.66067,8,64,2,1,0.096297,NaN,2,7
1,0.79978,8,65,1,1,0.096297,NaN,2,45
1,0.68007,9,65,2,1,0.096297,NaN,1,8
1,0.66747,8,66,1,1,0.091776,NaN,2,24
1,0.75026,8,66,1,1,0.091776,NaN,2,63
1,0.67912,8,67,1,1,0.091776,NaN,2,46
0,0.94395,9,67,1,1,0.087256,NaN,2,18
1,0.63868,10,68,2,0,0.091776,NaN,1,68
1,0.65365,8,68,2,1,0.091776,NaN,2,34
1,0.78046,10,69,1,0,0.091776,NaN,2,51
1,0.6472,9,69,1,1,0.087256,NaN,1,61
1,0.78013,8,70,2,1,0.087256,NaN,2,10
0,0.85878,8,70,2,1,0.087256,NaN,1,47
1,0.7057,9,71,1,1,0.091776,NaN,1,35
0,0.72858,8,71,2,1,0.091776,NaN,1,39
1,0.75145,8,72,1,1,0.096297,NaN,2,73
NaN,NaN,NaN,72,2,0,0.096297,NaN,1,78
