trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,NaN,0,NaN,1,3,2,0.4,0.4,0.35798,0.2227,0.13528,6,2,4,1
2,NaN,0,NaN,1,4,1,0.25,0.25,0.54466,0.43782,0.10683,17,4,3,1
3,NaN,0,NaN,1,2,2,0.4,0.4,0.42662,0.32082,0.1058,15,3,4,1
4,NaN,0,NaN,2,3,2,0.15,0.15,0.43782,0.63734,0.19952,9,4,2,4
5,NaN,0,NaN,2,3,1,0.15,0.15,0.32082,0.42662,0.1058,7,3,2,1
6,NaN,0,NaN,2,2,1,0.25,0.25,0.32082,0.61271,0.29189,10,3,3,4
7,NaN,0,NaN,1,1,2,0.15,0.15,0.35798,0.2227,0.13528,17,2,2,1
8,NaN,0,NaN,2,3,2,0.4,0.4,0.2227,0.35798,0.13528,19,2,4,1
9,NaN,0,NaN,2,4,1,0.4,0.4,0.32082,0.61271,0.29189,7,3,4,4
10,NaN,0,NaN,1,3,2,0.4,0.4,0.63734,0.43782,0.19952,15,4,4,4
11,NaN,0,NaN,2,1,1,0.15,0.15,0.32082,0.61271,0.29189,2,3,2,4
12,NaN,0,NaN,2,4,1,0.4,0.4,0.2227,0.35798,0.13528,19,2,4,1
13,NaN,0,NaN,1,2,2,0.4,0.4,0.61271,0.32082,0.29189,9,3,4,4
14,NaN,0,NaN,1,2,2,0.25,0.25,0.61271,0.32082,0.29189,10,3,3,4
15,NaN,0,NaN,2,3,1,0.15,0.15,0.32082,0.42662,0.1058,12,3,2,1
16,NaN,0,NaN,2,2,1,0.15,0.15,0.43782,0.54466,0.10683,11,4,2,1
17,NaN,0,NaN,2,2,2,0.25,0.25,0.43782,0.54466,0.10683,5,4,3,1
18,NaN,0,NaN,1,1,1,0.15,0.15,0.61271,0.32082,0.29189,9,3,2,4
19,NaN,0,NaN,1,1,1,0.25,0.25,0.45065,0.2227,0.22795,19,2,3,4
20,NaN,0,NaN,2,1,1,0.15,0.15,0.43782,0.63734,0.19952,14,4,2,4
21,NaN,0,NaN,2,2,1,0.25,0.25,0.2227,0.35798,0.13528,7,2,3,1
22,NaN,0,NaN,2,4,1,0.15,0.15,0.43782,0.63734,0.19952,1,4,2,4
23,NaN,0,NaN,2,4,1,0.15,0.15,0.43782,0.54466,0.10683,12,4,2,1
24,NaN,0,NaN,2,2,2,0.25,0.25,0.43782,0.63734,0.19952,15,4,3,4
25,NaN,0,NaN,2,2,2,0.4,0.4,0.32082,0.42662,0.1058,6,3,4,1
26,NaN,0,NaN,2,2,1,0.4,0.4,0.32082,0.42662,0.1058,5,3,4,1
27,NaN,0,NaN,1,3,1,0.25,0.25,0.63734,0.43782,0.19952,14,4,3,4
28,NaN,0,NaN,2,4,2,0.25,0.25,0.32082,0.42662,0.1058,16,3,3,1
29,NaN,0,NaN,2,3,2,0.4,0.4,0.43782,0.54466,0.10683,17,4,4,1
30,NaN,0,NaN,1,3,1,0.15,0.15,0.54466,0.43782,0.10683,13,4,2,1
31,NaN,0,NaN,1,3,2,0.15,0.15,0.35798,0.2227,0.13528,14,2,2,1
32,NaN,0,NaN,2,2,1,0.25,0.25,0.2227,0.45065,0.22795,12,2,3,4
33,NaN,0,NaN,1,2,2,0.25,0.25,0.61271,0.32082,0.29189,17,3,3,4
34,NaN,0,NaN,2,2,2,0.4,0.4,0.2227,0.35798,0.13528,5,2,4,1
35,NaN,0,NaN,1,4,2,0.15,0.15,0.42662,0.32082,0.1058,11,3,2,1
36,NaN,0,NaN,2,1,2,0.15,0.15,0.32082,0.61271,0.29189,5,3,2,4
37,NaN,0,NaN,2,4,1,0.25,0.25,0.2227,0.35798,0.13528,16,2,3,1
38,NaN,0,NaN,2,3,1,0.15,0.15,0.2227,0.45065,0.22795,18,2,2,4
39,NaN,0,NaN,1,2,2,0.4,0.4,0.61271,0.32082,0.29189,10,3,4,4
40,NaN,0,NaN,1,3,2,0.25,0.25,0.42662,0.32082,0.1058,1,3,3,1
41,NaN,0,NaN,2,3,2,0.25,0.25,0.43782,0.63734,0.19952,9,4,3,4
