correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
0,1.0115,8,1,2,1,0.25,NaN,1,63
1,0.70831,8,1,2,1,0.25,NaN,2,20
1,0.77903,9,1,1,1,0.25,NaN,1,62
1,0.80975,9,2,2,1,0.25,NaN,1,79
1,0.7088,8,2,1,1,0.16667,NaN,2,50
1,0.65776,9,3,1,1,0.16667,NaN,1,78
1,0.66645,9,3,1,1,0.16667,NaN,1,3
1,0.87729,8,4,1,1,0.125,NaN,2,30
1,0.7141,9,4,2,1,0.125,NaN,1,58
1,0.50098,10,5,1,0,0.125,NaN,2,48
1,0.63181,9,5,2,1,0.083333,NaN,1,64
1,0.73865,9,6,1,1,0.083333,NaN,1,72
1,0.72545,10,6,1,0,0.083333,NaN,1,41
0,0.66423,10,7,2,1,0.041667,NaN,2,41
1,0.80507,8,7,2,1,0.083333,NaN,2,36
0,0.88199,8,8,2,1,0.083333,NaN,1,5
1,0.75074,8,8,1,1,0.125,NaN,2,37
1,0.65553,9,9,2,1,0.125,NaN,1,5
0,0.63237,9,9,1,1,0.125,NaN,2,24
0,0.6572,8,10,2,1,0.16667,NaN,1,21
NaN,NaN,NaN,10,1,0,0.20833,NaN,2,27
NaN,NaN,NaN,11,1,1,0.20833,NaN,2,59
1,0.60757,8,11,1,1,0.20833,NaN,2,26
0,0.76257,9,12,2,1,0.20833,NaN,2,38
1,0.54733,10,12,1,0,0.25,NaN,1,63
1,0.71009,8,13,1,1,0.25,NaN,2,35
1,0.60898,10,13,1,0,0.25,NaN,1,36
1,0.66786,10,14,1,0,0.20833,NaN,1,57
0,0.67476,9,14,2,1,0.20833,NaN,2,73
1,0.69954,8,15,1,1,0.22917,NaN,2,38
1,0.60026,10,15,1,0,0.22917,NaN,1,67
1,0.80713,10,16,1,0,0.22917,NaN,2,31
1,0.80809,8,16,1,1,0.20833,NaN,2,54
1,0.61084,9,17,2,1,0.20833,NaN,1,78
1,0.73358,8,17,1,1,0.20833,NaN,2,45
1,0.67652,9,18,1,1,0.1875,NaN,1,29
0,0.66339,9,18,2,1,0.1875,NaN,2,29
1,0.85424,9,19,1,1,0.20833,NaN,1,77
1,0.61303,9,19,2,1,0.20833,NaN,1,25
1,0.58989,9,20,2,1,0.20833,NaN,1,9
1,0.59661,9,20,2,1,0.1875,NaN,1,19
0,0.67946,9,21,2,1,0.1875,NaN,2,22
1,0.70825,9,21,1,1,0.19792,NaN,1,23
1,0.57506,10,22,1,0,0.19792,NaN,2,63
0,0.67386,9,22,2,1,0.19792,NaN,2,8
1,0.70476,8,23,2,1,0.20833,NaN,2,45
1,0.61963,9,23,1,1,0.20833,NaN,1,29
0,0.70246,9,24,2,1,0.20833,NaN,2,24
1,0.68138,8,24,1,1,0.21875,NaN,2,26
