correct,RT,response,mainTrial,position,respond,SOA,sOnset,tGen,tImg
NaN,NaN,NaN,1,1,1,0.16373,NaN,1,68
NaN,NaN,NaN,1,1,0,0.16373,NaN,2,71
NaN,NaN,NaN,1,1,1,0.16373,NaN,1,6
NaN,NaN,NaN,2,2,0,0.16373,NaN,2,59
NaN,NaN,NaN,2,2,1,0.16373,NaN,1,58
NaN,NaN,NaN,3,2,1,0.16373,NaN,1,57
NaN,NaN,NaN,3,2,1,0.16373,NaN,2,45
NaN,NaN,NaN,4,2,0,0.16373,NaN,2,32
NaN,NaN,NaN,4,1,1,0.16373,NaN,1,26
NaN,NaN,NaN,5,1,1,0.16373,NaN,2,47
NaN,NaN,NaN,5,1,1,0.16373,NaN,2,44
NaN,NaN,NaN,6,2,1,0.16373,NaN,2,36
NaN,NaN,NaN,6,1,0,0.16373,NaN,2,38
NaN,NaN,NaN,7,1,0,0.16373,NaN,2,20
NaN,NaN,NaN,7,1,1,0.16373,NaN,2,31
NaN,NaN,NaN,8,2,1,0.16373,NaN,2,30
NaN,NaN,NaN,8,2,1,0.16373,NaN,1,65
NaN,NaN,NaN,9,2,1,0.16373,NaN,2,41
NaN,NaN,NaN,9,1,1,0.16373,NaN,1,23
NaN,NaN,NaN,10,2,1,0.16373,NaN,1,62
NaN,NaN,NaN,10,1,1,0.16373,NaN,2,53
NaN,NaN,NaN,11,1,1,0.16373,NaN,1,21
NaN,NaN,NaN,11,2,1,0.16373,NaN,2,50
NaN,NaN,NaN,12,1,1,0.16373,NaN,1,51
NaN,NaN,NaN,12,1,1,0.16373,NaN,1,55
NaN,NaN,NaN,13,2,1,0.16373,NaN,1,65
NaN,NaN,NaN,13,1,1,0.16373,NaN,2,8
NaN,NaN,NaN,14,2,1,0.16373,NaN,2,33
NaN,NaN,NaN,14,2,1,0.16373,NaN,1,60
NaN,NaN,NaN,15,1,1,0.16373,NaN,2,25
NaN,NaN,NaN,15,2,1,0.16373,NaN,1,59
NaN,NaN,NaN,16,2,0,0.16373,NaN,2,37
NaN,NaN,NaN,16,2,1,0.16373,NaN,1,44
NaN,NaN,NaN,17,1,0,0.16373,NaN,1,55
NaN,NaN,NaN,17,1,1,0.16373,NaN,1,47
NaN,NaN,NaN,18,1,1,0.16373,NaN,1,23
NaN,NaN,NaN,18,2,1,0.16373,NaN,1,70
NaN,NaN,NaN,19,2,0,0.16373,NaN,1,12
NaN,NaN,NaN,19,2,1,0.16373,NaN,2,71
NaN,NaN,NaN,20,1,1,0.16373,NaN,2,68
NaN,NaN,NaN,20,1,1,0.16373,NaN,1,77
NaN,NaN,NaN,21,1,0,0.16373,NaN,2,54
NaN,NaN,NaN,21,1,1,0.16373,NaN,1,49
NaN,NaN,NaN,22,2,1,0.16373,NaN,1,58
NaN,NaN,NaN,22,1,1,0.16373,NaN,2,11
NaN,NaN,NaN,23,2,1,0.16373,NaN,1,45
NaN,NaN,NaN,23,2,1,0.16373,NaN,1,22
NaN,NaN,NaN,24,2,1,0.16373,NaN,1,14
NaN,NaN,NaN,24,2,0,0.16373,NaN,1,54
NaN,NaN,NaN,25,2,1,0.16373,NaN,2,20
NaN,NaN,NaN,25,1,1,0.16373,NaN,1,50
NaN,NaN,NaN,26,1,1,0.16373,NaN,2,44
NaN,NaN,NaN,26,1,1,0.16373,NaN,1,8
NaN,NaN,NaN,27,1,0,0.16373,NaN,2,30
NaN,NaN,NaN,27,1,0,0.16373,NaN,1,46
NaN,NaN,NaN,28,2,1,0.16373,NaN,2,62
NaN,NaN,NaN,28,2,1,0.16373,NaN,2,27
