trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.49295,1,1,1,1,1,0.8,0.25,0.43782,0.43782,0.55,15,3,4,1
2,0.51054,1,1,1,1,1,0.95,0.4,0.14805,0.14805,0.55,1,4,2,4
3,0.41018,1,2,2,1,1,0.15,0.7,0.14805,0.14805,0.55,9,2,2,1
4,0.61398,1,2,2,3,2,0.4,0.95,0.26894,0.26894,0.55,7,4,3,4
5,0.5595,1,2,2,4,1,0.4,0.95,0.43782,0.43782,0.55,10,4,4,4
6,0.5232,1,2,2,4,2,0.4,0.95,0.26894,0.26894,0.55,9,4,3,1
7,0.54086,1,1,1,1,1,0.95,0.4,0.14805,0.14805,0.55,10,4,2,1
8,0.81656,1,2,2,1,1,0.4,0.76667,0.26894,0.26894,0.36667,12,4,3,4
9,0.54824,1,2,2,4,1,0.4,0.95,0.26894,0.26894,0.55,14,4,3,1
10,0.49385,1,2,2,2,1,0.15,0.7,0.26894,0.26894,0.55,17,2,3,1
11,0.56952,1,2,2,3,1,0.25,0.8,0.26894,0.26894,0.55,19,3,3,4
12,0.34117,1,2,2,1,1,0.25,0.8,0.43782,0.43782,0.55,16,3,4,1
13,0.92682,1,1,1,3,1,0.7,0.15,0.43782,0.43782,0.55,10,2,4,4
14,NaN,0,NaN,1,4,2,0.8,0.25,0.26894,0.26894,0.55,9,3,3,1
15,0.9662,1,1,1,2,1,0.7,0.15,0.43782,0.43782,0.55,7,2,4,4
16,0.52778,1,2,2,4,2,0.25,0.8,0.14805,0.14805,0.55,10,3,2,4
17,0.93142,1,2,2,4,2,0.15,0.7,0.26894,0.26894,0.55,18,2,3,4
18,0.56512,1,2,2,4,2,0.15,0.7,0.26894,0.26894,0.55,6,2,3,1
19,0.36873,1,2,2,2,2,0.4,0.76667,0.26894,0.26894,0.36667,19,4,3,4
20,0.76445,0,2,1,1,1,0.76667,0.4,0.14805,0.14805,0.36667,17,4,2,4
21,0.38206,1,1,1,1,1,0.76667,0.4,0.43782,0.43782,0.36667,15,4,4,1
22,0.33769,1,2,2,3,2,0.4,0.76667,0.26894,0.26894,0.36667,19,4,3,1
23,0.34941,1,2,2,1,1,0.25,0.8,0.26894,0.26894,0.55,8,3,3,1
24,0.40702,1,1,1,3,1,0.51667,0.15,0.43782,0.43782,0.36667,7,2,4,1
25,0.53038,1,1,1,3,2,0.8,0.25,0.43782,0.43782,0.55,14,3,4,4
26,0.35037,1,2,2,4,2,0.15,0.51667,0.14805,0.14805,0.36667,16,2,2,1
27,0.77596,1,1,1,3,2,0.51667,0.15,0.26894,0.26894,0.36667,19,2,3,4
28,0.5476,1,2,2,3,2,0.4,0.95,0.43782,0.43782,0.55,18,4,4,4
29,0.86128,0,1,2,1,1,0.25,0.61667,0.14805,0.14805,0.36667,3,3,2,4
30,0.84099,1,1,1,2,1,0.51667,0.15,0.14805,0.14805,0.36667,18,2,2,4
31,1.0206,1,2,2,2,1,0.15,0.51667,0.14805,0.14805,0.36667,12,2,2,4
32,0.3662,1,2,2,4,1,0.4,0.95,0.43782,0.43782,0.55,17,4,4,4
33,0.39396,1,2,2,1,2,0.25,0.8,0.14805,0.14805,0.55,8,3,2,4
34,0.85366,1,1,1,3,1,0.33333,0.15,0.43782,0.43782,0.18333,6,2,4,4
35,0.38319,0,2,1,4,2,0.76667,0.4,0.14805,0.14805,0.36667,11,4,2,1
36,0.40292,1,2,2,2,2,0.15,0.51667,0.14805,0.14805,0.36667,14,2,2,1
37,0.68659,0,2,1,1,2,0.8,0.25,0.26894,0.26894,0.55,4,3,3,4
38,0.77626,0,2,1,2,2,0.8,0.25,0.43782,0.43782,0.55,2,3,4,4
39,0.33984,1,2,2,4,2,0.25,0.61667,0.43782,0.43782,0.36667,14,3,4,1
40,0.35749,1,2,2,3,2,0.4,0.95,0.43782,0.43782,0.55,11,4,4,1
41,0.38518,0,2,1,4,1,0.95,0.4,0.14805,0.14805,0.55,4,4,2,1
42,0.46881,1,1,1,1,1,0.8,0.25,0.26894,0.26894,0.55,14,3,3,4
43,0.69447,0,2,1,2,1,0.95,0.4,0.26894,0.26894,0.55,15,4,3,4
44,0.84215,1,2,2,4,1,0.25,0.8,0.43782,0.43782,0.55,10,3,4,4
45,0.9418,1,2,2,1,1,0.4,0.95,0.14805,0.14805,0.55,11,4,2,4
46,0.3355,1,2,2,2,1,0.15,0.33333,0.26894,0.26894,0.18333,6,2,3,1
47,0.30712,1,1,1,3,1,0.33333,0.15,0.43782,0.43782,0.18333,4,2,4,1
