trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.28439,1,2,2,2,2,0.25,0.29319,0.2227,0.2227,0.043192,5,3,2,1
2,0.64594,0,2,1,3,1,0.34453,0.25,0.43782,0.43782,0.094533,8,3,4,4
3,0.88952,1,2,2,2,1,0.15,0.25693,0.32082,0.32082,0.10693,9,2,3,4
4,0.6293,1,2,2,4,1,0.4,0.47052,0.32082,0.32082,0.070522,4,4,3,4
5,0.7189,0,2,1,1,2,0.35804,0.25,0.2227,0.2227,0.10804,18,3,2,4
6,0.34658,1,2,2,1,1,0.4,0.47052,0.32082,0.32082,0.070522,11,4,3,4
7,0.43822,1,1,1,3,2,0.25693,0.15,0.2227,0.2227,0.10693,18,2,2,4
8,0.27187,0,2,1,4,2,0.18425,0.15,0.32082,0.32082,0.034246,7,2,3,1
9,0.35553,1,1,1,3,1,0.37154,0.25,0.2227,0.2227,0.12154,11,3,2,4
10,0.42115,1,1,1,4,2,0.25693,0.15,0.43782,0.43782,0.10693,5,2,4,4
11,0.31294,1,1,1,3,1,0.49291,0.4,0.32082,0.32082,0.09291,9,4,3,1
12,0.89249,1,2,2,1,2,0.25,0.37154,0.43782,0.43782,0.12154,18,3,4,4
13,0.83816,1,1,1,3,2,0.47052,0.4,0.43782,0.43782,0.070522,19,4,4,4
14,0.28184,1,1,1,2,1,0.44701,0.4,0.32082,0.32082,0.047015,17,4,3,4
15,0.41346,1,1,1,2,2,0.37154,0.25,0.32082,0.32082,0.12154,4,3,3,4
16,0.30312,1,1,1,4,2,0.49291,0.4,0.43782,0.43782,0.09291,18,4,4,1
17,0.3068,0,2,1,2,1,0.4813,0.4,0.43782,0.43782,0.081296,5,4,4,1
18,0.24637,1,1,1,1,2,0.24929,0.15,0.2227,0.2227,0.099289,17,2,2,4
19,0.66407,1,1,1,1,2,0.24929,0.15,0.2227,0.2227,0.099289,16,2,2,4
20,0.51565,0,2,1,1,1,0.44701,0.4,0.43782,0.43782,0.047015,3,4,4,4
21,0.23735,1,1,1,1,2,0.35804,0.25,0.43782,0.43782,0.10804,19,3,4,4
22,0.40109,1,1,1,4,1,0.4871,0.4,0.2227,0.2227,0.087103,14,4,2,1
23,0.34065,1,1,1,2,1,0.35804,0.25,0.32082,0.32082,0.10804,17,3,3,4
24,0.49439,1,1,1,3,1,0.29319,0.25,0.43782,0.43782,0.043192,18,3,4,1
25,0.30597,0,1,2,1,2,0.25,0.29319,0.32082,0.32082,0.043192,15,3,3,1
26,0.25368,1,1,1,1,2,0.4871,0.4,0.32082,0.32082,0.087103,13,4,3,1
27,0.27935,1,2,2,3,1,0.25,0.29679,0.2227,0.2227,0.046791,6,3,2,1
28,0.33908,1,1,1,2,1,0.47052,0.4,0.43782,0.43782,0.070522,17,4,4,4
29,0.32459,1,1,1,2,1,0.4871,0.4,0.2227,0.2227,0.087103,2,4,2,1
30,0.4322,1,2,2,4,2,0.25,0.35804,0.2227,0.2227,0.10804,10,3,2,4
31,0.2359,1,2,2,3,1,0.15,0.18688,0.32082,0.32082,0.036881,5,2,3,1
32,0.35764,0,2,1,3,1,0.4813,0.4,0.32082,0.32082,0.081296,4,4,3,1
33,0.35331,1,1,1,2,1,0.29679,0.25,0.32082,0.32082,0.046791,16,3,3,1
34,1.0209,0,2,1,2,2,0.47052,0.4,0.2227,0.2227,0.070522,10,4,2,4
35,0.41456,1,2,2,2,2,0.15,0.24929,0.2227,0.2227,0.099289,2,2,2,4
36,0.27409,1,2,2,4,1,0.15,0.18688,0.43782,0.43782,0.036881,9,2,4,1
37,0.39792,1,1,1,3,1,0.18688,0.15,0.2227,0.2227,0.036881,17,2,2,1
38,0.39963,1,2,2,3,1,0.15,0.24165,0.32082,0.32082,0.091652,12,2,3,4
39,0.29129,1,2,2,2,1,0.25,0.29679,0.32082,0.32082,0.046791,8,3,3,1
40,1.0608,1,1,1,1,1,0.24165,0.15,0.43782,0.43782,0.091652,9,2,4,4
41,0.94454,1,1,1,1,2,0.35129,0.25,0.2227,0.2227,0.10129,14,3,2,4
42,0.74011,1,2,2,3,2,0.4,0.48228,0.2227,0.2227,0.082275,8,4,2,4
