trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.44316,1,1,1,1,2,0.56395,0.15,0.2227,0.2227,0.41395,6,2,2,4
2,0.3808,0,2,1,3,1,0.63117,0.4,0.32082,0.32082,0.23117,10,4,3,1
3,0.44039,1,2,2,2,2,0.4,0.65043,0.32082,0.32082,0.25043,13,4,3,1
4,0.55609,1,1,1,3,1,0.25433,0.15,0.43782,0.43782,0.10433,7,2,4,1
5,0.3418,1,1,1,2,1,0.65043,0.4,0.43782,0.43782,0.25043,4,4,4,1
6,0.93746,0,2,1,4,1,0.83569,0.4,0.43782,0.43782,0.43569,8,4,4,4
7,0.4131,1,2,2,4,2,0.4,0.65043,0.43782,0.43782,0.25043,19,4,4,1
8,0.58276,0,1,2,1,1,0.25,0.5578,0.2227,0.2227,0.3078,16,3,2,1
9,0.37844,1,1,1,4,1,0.79741,0.25,0.2227,0.2227,0.54741,20,3,2,4
10,0.43,1,1,1,4,2,0.53211,0.15,0.32082,0.32082,0.38211,8,2,3,4
11,0.67171,1,1,1,1,1,0.53211,0.15,0.32082,0.32082,0.38211,9,2,3,4
12,0.85132,0,2,1,3,2,0.53211,0.15,0.2227,0.2227,0.38211,5,2,2,4
13,0.35695,0,2,1,2,1,0.63117,0.4,0.2227,0.2227,0.23117,20,4,2,1
14,0.92864,0,2,1,2,1,0.75179,0.25,0.32082,0.32082,0.50179,17,3,3,4
15,0.77237,0,2,1,2,1,0.65043,0.4,0.32082,0.32082,0.25043,15,4,3,1
16,1.0459,0,2,1,1,2,0.79741,0.25,0.43782,0.43782,0.54741,4,3,4,4
17,0.6816,1,2,2,2,2,0.25,0.592,0.32082,0.32082,0.342,2,3,3,1
18,0.61332,1,1,1,1,2,0.87199,0.4,0.32082,0.32082,0.47199,2,4,3,4
19,0.39896,1,1,1,3,1,0.87199,0.4,0.32082,0.32082,0.47199,10,4,3,4
20,1.1385,1,1,1,1,1,0.56395,0.15,0.2227,0.2227,0.41395,3,2,2,4
21,0.41428,1,1,1,3,1,0.87199,0.4,0.2227,0.2227,0.47199,12,4,2,4
22,0.47181,1,2,2,3,2,0.25,0.8,0.43782,0.43782,0.55,11,3,4,4
23,0.83558,0,2,1,4,2,0.56395,0.15,0.32082,0.32082,0.41395,6,2,3,4
24,0.90083,1,2,2,2,2,0.15,0.59579,0.2227,0.2227,0.44579,9,2,2,4
25,0.44889,1,2,2,2,1,0.4,0.83569,0.43782,0.43782,0.43569,2,4,4,4
26,0.58048,1,2,2,2,2,0.15,0.59579,0.43782,0.43782,0.44579,6,2,4,4
27,0.50219,1,2,2,3,2,0.4,0.83569,0.2227,0.2227,0.43569,8,4,2,4
28,0.48984,1,2,2,3,1,0.25,0.8,0.43782,0.43782,0.55,6,3,4,4
29,0.61346,1,2,2,4,2,0.25,0.592,0.2227,0.2227,0.342,5,3,2,1
30,0.36719,1,2,2,3,1,0.25,0.592,0.43782,0.43782,0.342,2,3,4,1
31,0.48277,1,2,2,3,2,0.15,0.25433,0.43782,0.43782,0.10433,3,2,4,1
32,0.40453,1,2,2,3,1,0.4,0.66006,0.2227,0.2227,0.26006,5,4,2,1
