trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,NaN,0,NaN,2,4,1,0.15,0.15,0.26894,0.40644,0.1375,4,3,2,4
2,0.29037,1,1,1,2,1,0.4,0.4,0.69091,0.43782,0.25308,10,4,4,4
3,0.31804,1,1,1,3,1,0.25,0.25,0.26363,0.14805,0.11558,17,2,3,1
4,0.39969,1,1,1,1,1,0.25,0.25,0.4928,0.14805,0.34475,18,2,3,4
5,0.41132,0,2,1,4,1,0.25,0.25,0.26363,0.14805,0.11558,5,2,3,1
6,0.30106,1,1,1,1,2,0.15,0.15,0.55241,0.43782,0.11458,2,4,2,1
7,0.24872,1,1,1,2,1,0.4,0.4,0.52949,0.43782,0.091667,20,4,4,1
8,0.72434,1,1,1,3,1,0.4,0.4,0.46988,0.14805,0.32183,11,2,4,4
9,0.39809,1,2,2,1,2,0.4,0.4,0.26894,0.40644,0.1375,7,3,4,4
10,0.32163,0,2,1,1,1,0.15,0.15,0.33869,0.26894,0.06975,5,3,2,1
11,0.22138,1,2,2,1,1,0.15,0.15,0.14805,0.28655,0.1385,2,2,2,1
12,0.86295,1,2,2,3,2,0.15,0.15,0.43782,0.69091,0.25308,3,4,2,4
13,0.39462,1,2,2,4,1,0.25,0.25,0.43782,0.66799,0.23017,5,4,3,4
14,0.28398,1,1,1,2,1,0.25,0.25,0.52949,0.43782,0.091667,2,4,3,1
15,0.34398,1,2,2,4,2,0.4,0.4,0.14805,0.28655,0.1385,15,2,4,1
16,0.59565,0,1,2,2,2,0.4,0.4,0.43782,0.66799,0.23017,20,4,4,4
17,0.36503,0,2,1,4,1,0.15,0.15,0.36161,0.26894,0.092667,9,3,2,1
18,1.0169,0,2,1,2,1,0.25,0.25,0.40644,0.26894,0.1375,17,3,3,4
19,0.34057,0,2,1,3,2,0.15,0.15,0.28655,0.14805,0.1385,17,2,2,1
20,0.27018,1,1,1,4,1,0.4,0.4,0.52949,0.43782,0.091667,5,4,4,1
21,0.44988,1,2,2,4,2,0.4,0.4,0.26894,0.38452,0.11558,13,3,4,1
22,0.36556,1,2,2,3,1,0.25,0.25,0.26894,0.42936,0.16042,5,3,3,4
23,0.35112,1,1,1,3,2,0.25,0.25,0.30946,0.14805,0.16142,2,2,3,1
24,0.35487,1,1,1,2,1,0.25,0.25,0.38452,0.26894,0.11558,19,3,3,1
25,0.30051,1,2,2,2,1,0.15,0.15,0.43782,0.50657,0.06875,15,4,2,1
26,0.85621,1,1,1,4,2,0.4,0.4,0.42936,0.26894,0.16042,5,3,4,4
27,1.0278,1,1,1,4,2,0.4,0.4,0.42936,0.26894,0.16042,13,3,4,4
28,0.3975,0,1,2,4,1,0.25,0.25,0.43782,0.50657,0.06875,7,4,3,1
29,0.79318,1,2,2,1,1,0.4,0.4,0.26894,0.40644,0.1375,2,3,4,4
30,0.30085,1,2,2,1,1,0.4,0.4,0.14805,0.30946,0.16142,17,2,4,1
