trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.40639,0,2,1,2,1,0.25,0.25,0.67251,0.43782,0.23468,15,4,3,1
2,0.40001,1,1,1,3,2,0.4,0.4,0.71282,0.43782,0.275,13,4,4,4
3,0.37974,1,2,2,2,2,0.4,0.4,0.43782,0.71282,0.275,12,4,4,4
4,0.85337,0,2,1,4,1,0.25,0.25,0.6927,0.2227,0.47,15,2,3,4
5,0.51304,1,2,2,1,1,0.15,0.15,0.2227,0.38336,0.16066,3,2,2,1
6,1.0048,1,2,2,2,1,0.15,0.15,0.2227,0.7327,0.51,20,2,2,4
7,0.4144,1,1,1,2,1,0.25,0.25,0.69194,0.32082,0.37112,14,3,3,1
8,0.50587,1,1,1,1,2,0.15,0.15,0.66543,0.32082,0.34461,8,3,2,1
9,0.2856,1,2,2,1,2,0.4,0.4,0.32082,0.66543,0.34461,4,3,4,1
10,0.31937,1,2,2,2,2,0.4,0.4,0.2227,0.7327,0.51,11,2,4,4
11,0.32296,1,1,1,4,2,0.25,0.25,0.68927,0.43782,0.25145,7,4,3,1
12,0.46069,1,2,2,4,1,0.4,0.4,0.2227,0.38336,0.16066,12,2,4,1
13,0.32029,1,1,1,1,2,0.15,0.15,0.66543,0.32082,0.34461,7,3,2,1
14,0.70798,1,1,1,1,1,0.25,0.25,0.62116,0.43782,0.18333,11,4,3,4
15,0.83755,1,2,2,3,2,0.4,0.4,0.43782,0.62116,0.18333,3,4,4,4
16,0.36135,1,2,2,1,1,0.4,0.4,0.32082,0.71326,0.39244,17,3,4,4
17,1.085,1,1,1,3,2,0.15,0.15,0.7327,0.2227,0.51,14,2,2,4
18,0.37453,0,1,2,2,2,0.4,0.4,0.2227,0.32981,0.10711,19,2,4,1
19,0.33019,1,2,2,1,1,0.15,0.15,0.32082,0.63892,0.3181,18,3,2,1
20,0.36586,1,2,2,3,1,0.4,0.4,0.43782,0.68927,0.25145,20,4,4,1
21,0.91161,1,1,1,3,2,0.25,0.25,0.62116,0.43782,0.18333,13,4,3,4
22,0.32325,1,2,2,4,2,0.4,0.4,0.43782,0.68927,0.25145,19,4,4,1
23,0.7089,1,1,1,2,2,0.15,0.15,0.52949,0.43782,0.091667,10,4,2,4
24,0.59253,1,2,2,1,1,0.25,0.25,0.32082,0.71326,0.39244,17,3,3,4
25,0.4122,1,2,2,3,2,0.25,0.25,0.2227,0.38336,0.16066,16,2,3,1
26,0.28585,1,2,2,1,1,0.4,0.4,0.32082,0.63892,0.3181,9,3,4,1
27,0.88147,1,2,2,2,1,0.15,0.15,0.32082,0.71326,0.39244,1,3,2,4
28,0.50912,1,1,1,3,2,0.15,0.15,0.67251,0.43782,0.23468,13,4,2,1
29,0.31079,1,2,2,1,2,0.4,0.4,0.43782,0.67251,0.23468,15,4,4,1
