trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,1.0053,0,1,2,3,1,0.4,0.4,0.14805,0.14905,0.001,5,2,4,4
2,0.35301,1,2,2,2,2,0.4,0.4,0.26894,0.72727,0.45833,16,3,4,4
3,0.26861,1,1,1,1,2,0.4,0.4,0.26994,0.26894,0.001,7,3,4,1
4,0.29423,1,2,2,3,1,0.15,0.15,0.43782,0.71282,0.275,19,4,2,1
5,0.33793,1,1,1,3,1,0.4,0.4,0.14905,0.14805,0.001,8,2,4,1
6,0.34164,1,2,2,1,1,0.25,0.25,0.14805,0.33238,0.18433,17,2,3,4
7,0.35922,1,1,1,4,1,0.25,0.25,0.26994,0.26894,0.001,11,3,3,1
8,0.2749,0,2,1,2,2,0.4,0.4,0.14905,0.14805,0.001,9,2,4,1
9,0.33254,1,2,2,4,1,0.15,0.15,0.26894,0.26994,0.001,18,3,2,1
10,0.32009,1,2,2,4,1,0.4,0.4,0.26894,0.26994,0.001,16,3,4,1
11,0.50785,0,1,2,1,2,0.4,0.4,0.43782,0.43882,0.001,3,4,4,4
12,0.31753,0,2,1,1,2,0.15,0.15,0.33238,0.14805,0.18433,16,2,2,4
13,0.34517,0,2,1,2,2,0.15,0.15,0.26994,0.26894,0.001,1,3,2,1
14,0.27673,1,2,2,4,1,0.4,0.4,0.26894,0.45327,0.18433,18,3,4,1
15,0.47042,1,1,1,3,1,0.25,0.25,0.63561,0.26894,0.36667,18,3,3,4
16,0.72211,1,2,2,3,2,0.4,0.4,0.14805,0.42405,0.276,13,2,4,4
17,0.78973,1,2,2,4,1,0.25,0.25,0.43782,0.62216,0.18433,15,4,3,4
18,0.27144,1,2,2,3,2,0.4,0.4,0.26894,0.45327,0.18433,17,3,4,1
19,0.25913,1,2,2,4,1,0.4,0.4,0.26894,0.63561,0.36667,18,3,4,4
20,0.30075,1,1,1,3,2,0.25,0.25,0.33238,0.14805,0.18433,1,2,3,1
21,0.42437,0,2,1,3,2,0.15,0.15,0.33238,0.14805,0.18433,6,2,2,1
22,0.26007,1,2,2,2,2,0.25,0.25,0.43782,0.71282,0.275,12,4,3,1
23,0.83771,1,2,2,4,1,0.15,0.15,0.14805,0.42405,0.276,7,2,2,4
24,0.40934,1,1,1,2,1,0.4,0.4,0.63561,0.26894,0.36667,17,3,4,4
25,0.25304,1,1,1,4,2,0.25,0.25,0.42405,0.14805,0.276,14,2,3,1
26,0.18266,1,1,1,2,2,0.4,0.4,0.71282,0.43782,0.275,2,4,4,1
27,0.33035,0,1,2,4,1,0.15,0.15,0.43782,0.62116,0.18333,16,4,2,1
28,0.34197,1,2,2,1,2,0.4,0.4,0.14805,0.42405,0.276,14,2,4,4
29,0.28763,1,1,1,2,1,0.4,0.4,0.71282,0.43782,0.275,11,4,4,1
30,0.3713,1,1,1,3,2,0.15,0.15,0.42405,0.14805,0.276,19,2,2,1
31,0.66899,1,1,1,2,2,0.15,0.15,0.54394,0.26894,0.275,7,3,2,4
32,0.9446,1,2,2,3,2,0.15,0.15,0.26894,0.54394,0.275,6,3,2,4
33,0.96422,1,2,2,3,1,0.25,0.25,0.14805,0.33238,0.18433,7,2,3,4
34,0.44599,1,2,2,3,1,0.25,0.25,0.26894,0.54394,0.275,3,3,3,4
35,0.36154,1,2,2,1,2,0.15,0.15,0.43782,0.62216,0.18433,7,4,2,4
36,0.73327,1,2,2,1,1,0.4,0.4,0.43782,0.62216,0.18433,17,4,4,4
37,0.56693,0,1,2,3,1,0.15,0.15,0.43782,0.53049,0.092667,8,4,2,4
38,0.31459,1,2,2,1,1,0.25,0.25,0.43782,0.71282,0.275,7,4,3,1
39,0.22228,1,2,2,1,2,0.4,0.4,0.43782,0.71282,0.275,2,4,4,1
40,0.78387,1,2,2,3,1,0.25,0.25,0.43782,0.62216,0.18433,1,4,3,4
41,0.83554,0,2,1,2,1,0.15,0.15,0.33238,0.14805,0.18433,9,2,2,4
42,0.46918,0,1,2,1,1,0.15,0.15,0.43782,0.62216,0.18433,4,4,2,4
43,0.75275,0,2,1,1,2,0.15,0.15,0.42405,0.14805,0.276,8,2,2,4
44,0.30845,1,2,2,1,1,0.25,0.25,0.26894,0.45327,0.18433,17,3,3,1
45,0.31014,1,1,1,1,1,0.15,0.15,0.62116,0.43782,0.18333,9,4,2,1
46,0.25786,1,1,1,3,2,0.4,0.4,0.42405,0.14805,0.276,19,2,4,1
47,0.85343,1,2,2,1,2,0.4,0.4,0.43782,0.66799,0.23017,20,4,4,4
48,0.83119,0,2,1,3,1,0.25,0.25,0.46988,0.14805,0.32183,9,2,3,4
49,1.0268,1,1,1,1,2,0.15,0.15,0.66799,0.43782,0.23017,7,4,2,4
50,0.33245,1,1,1,2,2,0.15,0.15,0.33238,0.14805,0.18433,20,2,2,1
51,0.3441,1,1,1,1,2,0.15,0.15,0.36161,0.26894,0.092667,9,3,2,1
52,0.33971,1,1,1,2,2,0.4,0.4,0.33238,0.14805,0.18433,5,2,4,1
53,0.40542,1,2,2,2,1,0.25,0.25,0.26894,0.45227,0.18333,4,3,3,4
