trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.27267,1,1,1,2,1,0.28041,0.15,0.43782,0.43782,0.13041,9,2,4,1
2,0.49244,1,2,2,1,2,0.25,0.77719,0.32082,0.32082,0.52719,8,3,3,4
3,0.27805,1,1,1,4,1,0.27607,0.15,0.32082,0.32082,0.12607,2,2,3,1
4,0.31359,1,1,1,3,1,0.59579,0.15,0.32082,0.32082,0.44579,5,2,3,4
5,0.36532,1,2,2,3,1,0.25,0.75438,0.32082,0.32082,0.50438,8,3,3,4
6,0.27896,1,1,1,3,1,0.81753,0.4,0.43782,0.43782,0.41753,10,4,4,4
7,0.27475,1,1,1,3,2,0.48085,0.25,0.2227,0.2227,0.23085,16,3,2,1
8,NaN,0,NaN,2,2,1,0.25,0.75438,0.32082,0.32082,0.50438,4,3,3,4
9,0.60795,1,2,2,1,1,0.25,0.4723,0.2227,0.2227,0.2223,10,3,2,1
10,0.32358,1,2,2,2,1,0.15,0.58783,0.43782,0.43782,0.43783,8,2,4,4
11,0.3413,1,1,1,3,2,0.75438,0.25,0.2227,0.2227,0.50438,8,3,2,4
12,0.99299,1,1,1,1,2,0.58783,0.15,0.2227,0.2227,0.43783,2,2,2,4
13,0.27664,1,1,1,3,1,0.27607,0.15,0.43782,0.43782,0.12607,16,2,4,1
14,0.35827,0,2,1,2,1,0.63117,0.4,0.43782,0.43782,0.23117,15,4,4,1
15,0.18594,1,2,2,4,2,0.25,0.4723,0.2227,0.2227,0.2223,9,3,2,1
16,0.27757,1,1,1,1,1,0.4723,0.25,0.32082,0.32082,0.2223,7,3,3,1
17,0.32722,1,1,1,1,1,0.46375,0.25,0.32082,0.32082,0.21375,16,3,3,1
18,0.41886,0,2,1,4,1,0.46375,0.25,0.2227,0.2227,0.21375,10,3,2,1
19,0.66049,0,2,1,1,2,0.81753,0.4,0.32082,0.32082,0.41753,7,4,3,4
20,0.24023,1,2,2,4,1,0.4,0.6408,0.32082,0.32082,0.2408,4,4,3,1
21,0.45982,1,1,1,3,1,0.58783,0.15,0.43782,0.43782,0.43783,10,2,4,4
22,0.30954,1,2,2,4,1,0.25,0.4723,0.43782,0.43782,0.2223,19,3,4,1
23,0.40121,1,2,2,3,1,0.4,0.6408,0.43782,0.43782,0.2408,9,4,4,1
24,0.31686,1,2,2,3,1,0.15,0.57987,0.32082,0.32082,0.42987,19,2,3,4
25,0.28645,1,1,1,1,2,0.83569,0.4,0.32082,0.32082,0.43569,14,4,3,4
26,0.48174,0,1,2,1,1,0.15,0.27607,0.43782,0.43782,0.12607,15,2,4,1
27,0.3174,1,1,1,2,1,0.28041,0.15,0.43782,0.43782,0.13041,1,2,4,1
28,0.75146,0,2,1,2,2,0.4723,0.25,0.32082,0.32082,0.2223,16,3,3,1
29,0.31493,1,2,2,2,1,0.4,0.83569,0.32082,0.32082,0.43569,9,4,3,4
30,0.3568,0,1,2,2,1,0.4,0.6408,0.2227,0.2227,0.2408,5,4,2,1
31,1.0084,1,1,1,1,1,0.83569,0.4,0.2227,0.2227,0.43569,1,4,2,4
32,0.74813,1,2,2,1,2,0.15,0.57987,0.32082,0.32082,0.42987,10,2,3,4
33,0.43775,1,1,1,3,2,0.65043,0.4,0.32082,0.32082,0.25043,5,4,3,1
34,0.64933,1,1,1,4,2,0.75438,0.25,0.43782,0.43782,0.50438,3,3,4,4
35,0.757,0,2,1,2,1,0.81753,0.4,0.43782,0.43782,0.41753,16,4,4,4
36,0.4067,1,2,2,4,1,0.4,0.83569,0.32082,0.32082,0.43569,12,4,3,4
37,0.26641,1,2,2,4,2,0.15,0.57987,0.2227,0.2227,0.42987,8,2,2,4
38,0.294,1,1,1,2,1,0.28041,0.15,0.2227,0.2227,0.13041,1,2,2,1
39,0.71163,1,2,2,4,1,0.15,0.57191,0.2227,0.2227,0.42191,1,2,2,4
40,0.22739,1,2,2,4,1,0.4,0.65043,0.2227,0.2227,0.25043,14,4,2,1
41,0.22898,1,2,2,1,1,0.4,0.65043,0.43782,0.43782,0.25043,13,4,4,1
42,0.27261,1,2,2,3,2,0.15,0.28041,0.2227,0.2227,0.13041,13,2,2,1
43,0.96434,1,2,2,2,2,0.4,0.83569,0.43782,0.43782,0.43569,16,4,4,4
44,0.582,1,2,2,1,2,0.25,0.73157,0.43782,0.43782,0.48157,2,3,4,4
45,0.40164,1,2,2,3,1,0.25,0.73157,0.32082,0.32082,0.48157,1,3,3,4
46,0.38123,1,1,1,3,1,0.83569,0.4,0.2227,0.2227,0.43569,19,4,2,4
47,0.69503,1,1,1,2,2,0.27607,0.15,0.32082,0.32082,0.12607,7,2,3,1
48,0.6586,1,1,1,4,1,0.81753,0.4,0.2227,0.2227,0.41753,16,4,2,4
49,0.3183,1,1,1,3,2,0.81753,0.4,0.2227,0.2227,0.41753,13,4,2,4
50,0.25587,1,1,1,3,2,0.27607,0.15,0.2227,0.2227,0.12607,17,2,2,1
51,0.31553,1,2,2,1,2,0.15,0.27607,0.2227,0.2227,0.12607,2,2,2,1
52,0.34925,1,2,2,3,2,0.25,0.73157,0.2227,0.2227,0.48157,17,3,2,4
53,0.38481,1,2,2,1,1,0.4,0.81753,0.43782,0.43782,0.41753,1,4,4,4
54,0.9325,0,2,1,1,2,0.70877,0.25,0.43782,0.43782,0.45877,13,3,4,4
55,0.43013,1,1,1,4,1,0.57191,0.15,0.43782,0.43782,0.42191,2,2,4,4
56,0.19377,1,1,1,3,2,0.27172,0.15,0.32082,0.32082,0.12172,3,2,3,1
57,0.33352,1,2,2,3,2,0.25,0.48085,0.32082,0.32082,0.23085,9,3,3,1
58,0.31914,1,1,1,3,1,0.57191,0.15,0.32082,0.32082,0.42191,3,2,3,4
59,0.85887,1,2,2,3,2,0.25,0.73157,0.2227,0.2227,0.48157,14,3,2,4
60,0.28045,1,1,1,1,1,0.73157,0.25,0.2227,0.2227,0.48157,14,3,2,4
61,0.92821,1,2,2,2,2,0.15,0.56395,0.43782,0.43782,0.41395,5,2,4,4
62,0.64386,1,1,1,4,2,0.48085,0.25,0.43782,0.43782,0.23085,16,3,4,1
63,0.30946,1,1,1,1,2,0.48085,0.25,0.43782,0.43782,0.23085,2,3,4,1
64,0.28111,1,2,2,4,2,0.4,NaN,0.2227,NaN,0.2408,2,4,3,1
65,0.31677,1,2,2,4,1,0.4,NaN,0.2227,NaN,0.2408,18,4,2,1
66,0.8624,0,1,2,3,1,0.6,NaN,0.2227,NaN,0.2223,6,3,4,1
67,0.24206,1,2,2,4,1,0.6,NaN,0.2227,NaN,0.2408,11,4,2,1
68,0.58974,1,1,1,4,2,0.15,NaN,0.32082,NaN,0.23117,10,4,4,1
69,0.56741,1,2,2,2,1,0.6,NaN,0.2227,NaN,0.48157,11,3,4,4
70,0.931,1,2,2,4,1,0.1,NaN,0.14805,NaN,0.41395,5,2,2,4
71,0.28474,0,1,2,2,1,0.25,0.75438,0.32082,0.32082,0.12172,16,2,3,1
72,0.26438,1,1,1,3,1,0.1,NaN,0.56218,NaN,0.23117,9,4,3,1
