trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,0.38587,1,1,1,3,2,0.15,0.15,0.68056,0.32082,0.35974,19,3,2,4
2,0.79749,1,2,2,4,1,0.25,0.25,0.43782,0.62216,0.18433,18,4,3,4
3,0.91116,0,1,2,1,1,0.4,0.4,0.43782,0.62216,0.18433,8,4,4,4
4,0.30685,1,2,2,3,2,0.15,0.15,0.32082,0.68056,0.35974,11,3,2,4
5,0.30817,1,2,2,1,2,0.15,0.15,0.43782,0.70603,0.26821,17,4,2,1
6,0.42414,1,1,1,2,1,0.15,0.15,0.70603,0.43782,0.26821,19,4,2,1
7,0.55586,1,2,2,2,1,0.15,0.15,0.2227,0.6727,0.45,17,2,2,4
8,0.26949,1,2,2,4,2,0.4,0.4,0.2227,0.4637,0.241,18,2,4,1
9,0.43318,0,1,2,1,2,0.15,0.15,0.2227,0.4637,0.241,14,2,2,1
10,0.34872,1,1,1,3,1,0.25,0.25,0.63892,0.32082,0.3181,3,3,3,1
11,0.06239,1,2,2,4,2,0.15,0.15,0.32082,0.61241,0.29159,12,3,2,1
12,0.29804,1,2,2,1,1,0.4,0.4,0.32082,0.61241,0.29159,3,3,4,1
13,0.23774,1,1,1,2,1,0.4,0.4,0.66799,0.43782,0.23017,18,4,4,4
14,0.33543,1,1,1,4,2,0.25,0.25,0.61241,0.32082,0.29159,6,3,3,1
15,0.37902,1,1,1,1,1,0.4,0.4,0.68056,0.32082,0.35974,19,3,4,4
16,1.0288,1,1,1,2,1,0.25,0.25,0.64786,0.32082,0.32703,7,3,3,4
17,0.41643,1,1,1,4,2,0.4,0.4,0.49047,0.2227,0.26777,2,2,4,1
18,0.39605,1,2,2,2,2,0.4,0.4,0.32082,0.64786,0.32703,14,3,4,4
19,0.4297,1,1,1,2,2,0.4,0.4,0.64786,0.32082,0.32703,9,3,4,4
20,0.59339,1,2,2,3,2,0.4,0.4,0.43782,0.66799,0.23017,1,4,4,4
21,0.36495,1,1,1,4,1,0.25,0.25,0.70603,0.43782,0.26821,14,4,3,1
22,0.59873,0,2,1,3,1,0.4,0.4,0.6315,0.32082,0.31068,2,3,4,4
23,0.35442,0,2,1,1,1,0.25,0.25,0.49047,0.2227,0.26777,4,2,3,1
24,0.37383,1,2,2,1,1,0.25,0.25,0.43782,0.68927,0.25145,13,4,3,1
25,0.41558,1,2,2,4,1,0.25,0.25,0.43782,0.66799,0.23017,8,4,3,4
26,0.15522,1,2,2,2,2,0.4,0.4,0.2227,0.51725,0.29455,1,2,4,1
27,0.31697,1,1,1,3,1,0.25,0.25,0.58591,0.32082,0.26508,12,3,3,1
28,0.29663,1,1,1,4,1,0.25,0.25,0.51725,0.2227,0.29455,9,2,3,1
29,1.0602,1,1,1,2,2,0.25,0.25,0.64786,0.32082,0.32703,18,3,3,4
30,0.90993,0,2,1,3,2,0.25,0.25,0.6727,0.2227,0.45,17,2,3,4
31,0.26557,1,2,2,1,1,0.25,0.25,0.43782,0.68927,0.25145,10,4,3,1
32,0.47726,1,1,1,4,2,0.15,0.15,0.58591,0.32082,0.26508,9,3,2,1
33,0.33483,1,2,2,2,2,0.4,0.4,0.32082,0.58591,0.26508,11,3,4,1
34,0.61858,0,2,1,3,2,0.25,0.25,0.5594,0.32082,0.23858,6,3,3,1
35,0.70219,1,1,1,1,2,0.25,0.25,0.62216,0.43782,0.18433,1,4,3,4
36,0.3358,0,2,1,2,2,0.4,0.4,0.68927,0.43782,0.25145,17,4,4,1
37,0.33144,0,2,1,3,2,0.15,0.15,0.70603,0.43782,0.26821,11,4,2,1
38,1.0211,0,2,1,2,1,0.4,0.4,0.6927,0.2227,0.47,15,2,4,4
39,NaN,0,NaN,1,2,1,0.15,0.15,0.7127,0.2227,0.49,11,2,2,4
40,0.99651,1,1,1,1,2,0.25,0.25,0.64786,0.32082,0.32703,4,3,3,4
41,0.7421,1,2,2,2,2,0.25,0.25,0.2227,0.7127,0.49,1,2,3,4
42,1.0898,0,1,2,2,1,0.15,0.15,0.2227,0.7127,0.49,4,2,2,4
43,0.84541,1,1,1,2,1,0.15,0.15,0.62216,0.43782,0.18433,14,4,2,4
44,0.88717,0,2,1,2,1,0.15,0.15,0.51725,0.2227,0.29455,18,2,2,1
45,0.33071,1,1,1,4,1,0.4,0.4,0.58591,0.32082,0.26508,12,3,4,1
46,0.9504,0,2,1,4,1,0.15,0.15,0.62216,0.43782,0.18433,19,4,2,4
