trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,NaN,0,NaN,2,2,1,0.4,0.4,0.32082,0.4364,0.11558,1,3,4,1
2,NaN,0,NaN,2,1,1,0.4,0.4,0.2227,0.45187,0.22917,15,2,4,4
3,NaN,0,NaN,2,4,1,0.15,0.15,0.32082,0.4364,0.11558,12,3,2,1
4,NaN,0,NaN,1,4,2,0.15,0.15,0.31537,0.2227,0.092667,20,2,2,1
5,NaN,0,NaN,2,4,1,0.4,0.4,0.43782,0.53049,0.092667,6,4,4,1
6,NaN,0,NaN,1,1,1,0.25,0.25,0.7104,0.32082,0.38958,7,3,3,4
7,NaN,0,NaN,1,3,1,0.15,0.15,0.45187,0.2227,0.22917,8,2,2,4
8,NaN,0,NaN,1,1,2,0.15,0.15,0.64507,0.43782,0.20725,15,4,2,4
9,NaN,0,NaN,1,3,2,0.15,0.15,0.7104,0.32082,0.38958,6,3,2,4
10,NaN,0,NaN,2,4,2,0.25,0.25,0.43782,0.53049,0.092667,12,4,3,1
11,NaN,0,NaN,1,3,2,0.15,0.15,0.53049,0.43782,0.092667,4,4,2,1
12,NaN,0,NaN,2,2,1,0.15,0.15,0.43782,0.53049,0.092667,9,4,2,1
13,NaN,0,NaN,2,1,1,0.25,0.25,0.2227,0.31537,0.092667,17,2,3,1
14,NaN,0,NaN,2,1,2,0.25,0.25,0.2227,0.45187,0.22917,20,2,3,4
15,NaN,0,NaN,1,2,2,0.15,0.15,0.7104,0.32082,0.38958,16,3,2,4
16,NaN,0,NaN,2,4,1,0.25,0.25,0.32082,0.4364,0.11558,4,3,3,1
17,NaN,0,NaN,1,4,2,0.25,0.25,0.53049,0.43782,0.092667,8,4,3,1
18,NaN,0,NaN,2,1,1,0.4,0.4,0.43782,0.53049,0.092667,14,4,4,1
19,NaN,0,NaN,2,3,2,0.15,0.15,0.43782,0.64507,0.20725,10,4,2,4
20,NaN,0,NaN,1,3,2,0.25,0.25,0.45187,0.2227,0.22917,3,2,3,4
21,NaN,0,NaN,2,1,2,0.4,0.4,0.2227,0.45187,0.22917,2,2,4,4
22,NaN,0,NaN,2,3,2,0.15,0.15,0.32082,0.4364,0.11558,1,3,2,1
23,NaN,0,NaN,2,3,2,0.15,0.15,0.2227,0.45187,0.22917,5,2,2,4
24,NaN,0,NaN,2,3,1,0.15,0.15,0.32082,0.7104,0.38958,13,3,2,4
25,NaN,0,NaN,2,4,1,0.15,0.15,0.2227,0.31537,0.092667,2,2,2,1
26,NaN,0,NaN,1,3,2,0.4,0.4,0.64507,0.43782,0.20725,7,4,4,4
27,NaN,0,NaN,1,1,2,0.4,0.4,0.4364,0.32082,0.11558,6,3,4,1
28,NaN,0,NaN,2,1,2,0.25,0.25,0.32082,0.4364,0.11558,6,3,3,1
29,NaN,0,NaN,1,2,1,0.15,0.15,0.53049,0.43782,0.092667,19,4,2,1
30,NaN,0,NaN,2,2,2,0.15,0.15,0.2227,0.31537,0.092667,3,2,2,1
31,NaN,0,NaN,1,1,1,0.15,0.15,0.45187,0.2227,0.22917,12,2,2,4
32,NaN,0,NaN,1,3,2,0.4,0.4,0.31537,0.2227,0.092667,1,2,4,1
33,NaN,0,NaN,2,2,2,0.15,0.15,0.2227,0.45187,0.22917,5,2,2,4
34,NaN,0,NaN,2,3,1,0.25,0.25,0.43782,0.64507,0.20725,16,4,3,4
35,NaN,0,NaN,2,3,2,0.4,0.4,0.2227,0.31537,0.092667,16,2,4,1
36,NaN,0,NaN,1,1,1,0.4,0.4,0.31537,0.2227,0.092667,12,2,4,1
37,NaN,0,NaN,2,3,2,0.4,0.4,0.2227,0.31537,0.092667,20,2,4,1
38,NaN,0,NaN,2,4,1,0.25,0.25,0.43782,0.53049,0.092667,6,4,3,1
39,NaN,0,NaN,1,2,2,0.25,0.25,0.53049,0.43782,0.092667,13,4,3,1
40,NaN,0,NaN,1,1,2,0.25,0.25,0.4364,0.32082,0.11558,15,3,3,1
41,NaN,0,NaN,1,2,1,0.25,0.25,0.45187,0.2227,0.22917,4,2,3,4
42,NaN,0,NaN,1,4,2,0.4,0.4,0.45187,0.2227,0.22917,13,2,4,4
43,NaN,0,NaN,1,1,2,0.4,0.4,0.64507,0.43782,0.20725,19,4,4,4
44,NaN,0,NaN,2,4,1,0.4,0.4,0.32082,0.7104,0.38958,1,3,4,4
45,NaN,0,NaN,1,3,2,0.25,0.25,0.64507,0.43782,0.20725,1,4,3,4
46,NaN,0,NaN,2,2,2,0.25,0.25,0.32082,0.7104,0.38958,1,3,3,4
47,NaN,0,NaN,1,3,1,0.4,0.4,0.7104,0.32082,0.38958,17,3,4,4
48,NaN,0,NaN,2,3,1,0.25,0.25,0.2227,0.31537,0.092667,19,2,3,1
49,NaN,0,NaN,2,3,2,0.4,0.4,0.32082,0.4364,0.11558,11,3,4,1
50,NaN,0,NaN,1,1,2,0.4,0.4,0.7104,0.32082,0.38958,1,3,4,4
51,NaN,0,NaN,2,3,2,0.25,0.25,0.32082,0.7104,0.38958,2,3,3,4
52,NaN,0,NaN,2,3,2,0.25,0.25,0.32082,0.7104,0.38958,5,3,3,4
53,NaN,0,NaN,2,2,2,0.25,0.25,0.2227,0.31537,0.092667,11,2,3,1
54,NaN,0,NaN,1,1,1,0.15,0.15,0.64507,0.43782,0.20725,1,4,2,4
55,NaN,0,NaN,1,3,2,0.15,0.15,0.31537,0.2227,0.092667,6,2,2,1
56,NaN,0,NaN,1,3,2,0.4,0.4,0.4364,0.32082,0.11558,8,3,4,1
57,NaN,0,NaN,1,2,1,0.25,0.25,0.64507,0.43782,0.20725,17,4,3,4
58,NaN,0,NaN,2,4,1,0.15,0.15,0.32082,0.4364,0.11558,5,3,2,1
59,NaN,0,NaN,1,4,2,0.4,0.4,0.53049,0.43782,0.092667,19,4,4,1
60,NaN,0,NaN,2,2,1,0.4,0.4,0.43782,0.64507,0.20725,19,4,4,4
61,NaN,0,NaN,1,3,2,0.4,0.4,0.7104,0.32082,0.38958,11,3,4,4
62,NaN,0,NaN,2,4,2,0.25,0.25,0.32082,0.4364,0.11558,11,3,3,1
63,NaN,0,NaN,2,4,2,0.4,0.4,0.2227,0.45187,0.22917,7,2,4,4
64,NaN,0,NaN,1,1,1,0.6,NaN,0.32082,NaN,0.20725,16,4,2,4
65,NaN,0,NaN,2,4,1,0.1,NaN,0.14805,NaN,0.092667,4,4,4,1
66,NaN,0,NaN,2,1,2,0.6,NaN,0.32082,NaN,0.38958,5,3,2,4
67,NaN,0,NaN,1,3,1,0.25,NaN,0.2227,NaN,0.092667,1,4,2,1
68,NaN,0,NaN,1,1,1,0.4,NaN,0.2227,NaN,0.11558,2,3,2,1
69,NaN,0,NaN,2,3,1,0.4,NaN,0.32082,NaN,0.092667,2,2,3,1
70,NaN,0,NaN,2,2,1,0.6,NaN,0.2227,NaN,0.20725,6,4,4,4
71,NaN,0,NaN,1,1,1,0.15,0.15,0.64507,0.43782,0.20725,11,4,3,4
72,NaN,0,NaN,2,3,2,0.15,0.15,0.7104,0.32082,0.22917,8,2,3,4
