trial,RT,correct,response,interval,tPos,tGen,tCon1,tCon2,tNoi1,tNoi2,dPed,img,ped,pedRand,cues
1,NaN,0,NaN,1,1,2,0.4,0.4,0.24071,0.14805,0.092667,13,2,4,1
2,NaN,0,NaN,2,3,1,0.4,0.4,0.14805,0.51571,0.36767,11,2,4,4
3,NaN,0,NaN,1,2,2,0.4,0.4,0.45227,0.26894,0.18333,20,3,4,4
4,NaN,0,NaN,2,3,2,0.15,0.15,0.43782,0.62216,0.18433,5,4,2,4
5,NaN,0,NaN,2,1,2,0.25,0.25,0.14805,0.51571,0.36767,8,2,3,4
6,NaN,0,NaN,1,1,1,0.15,0.15,0.24071,0.14805,0.092667,2,2,2,1
7,NaN,0,NaN,1,1,2,0.4,0.4,0.51571,0.14805,0.36767,14,2,4,4
8,NaN,0,NaN,2,2,1,0.4,0.4,0.14805,0.24071,0.092667,9,2,4,1
9,NaN,0,NaN,2,2,1,0.15,0.15,0.14805,0.51571,0.36767,10,2,2,4
10,NaN,0,NaN,1,4,2,0.25,0.25,0.51571,0.14805,0.36767,8,2,3,4
11,NaN,0,NaN,2,2,1,0.4,0.4,0.26894,0.49911,0.23017,4,3,4,1
12,NaN,0,NaN,1,3,1,0.25,0.25,0.49911,0.26894,0.23017,11,3,3,1
13,NaN,0,NaN,1,4,2,0.25,0.25,0.57532,0.43782,0.1375,16,4,3,1
14,NaN,0,NaN,2,2,2,0.4,0.4,0.43782,0.57532,0.1375,18,4,4,1
15,NaN,0,NaN,2,4,1,0.15,0.15,0.26894,0.45227,0.18333,5,3,2,4
16,NaN,0,NaN,1,2,2,0.4,0.4,0.49911,0.26894,0.23017,3,3,4,1
17,NaN,0,NaN,2,3,2,0.15,0.15,0.26894,0.45227,0.18333,10,3,2,4
18,NaN,0,NaN,1,1,1,0.4,0.4,0.51571,0.14805,0.36767,3,2,4,4
19,NaN,0,NaN,2,2,1,0.25,0.25,0.14805,0.24071,0.092667,13,2,3,1
20,NaN,0,NaN,2,2,2,0.15,0.15,0.26894,0.45227,0.18333,14,3,2,4
21,NaN,0,NaN,2,1,1,0.15,0.15,0.14805,0.24071,0.092667,9,2,2,1
22,NaN,0,NaN,1,3,1,0.15,0.15,0.24071,0.14805,0.092667,18,2,2,1
23,NaN,0,NaN,2,2,1,0.15,0.15,0.26894,0.49911,0.23017,4,3,2,1
24,NaN,0,NaN,1,2,2,0.4,0.4,0.62216,0.43782,0.18433,2,4,4,4
25,NaN,0,NaN,2,1,2,0.25,0.25,0.26894,0.45227,0.18333,19,3,3,4
26,NaN,0,NaN,2,2,2,0.15,0.15,0.14805,0.51571,0.36767,11,2,2,4
27,NaN,0,NaN,2,3,1,0.15,0.15,0.26894,0.49911,0.23017,1,3,2,1
28,NaN,0,NaN,1,2,1,0.15,0.15,0.51571,0.14805,0.36767,12,2,2,4
29,NaN,0,NaN,2,1,1,0.15,0.15,0.26894,0.49911,0.23017,5,3,2,1
30,NaN,0,NaN,2,4,2,0.25,0.25,0.43782,0.57532,0.1375,4,4,3,1
31,NaN,0,NaN,1,2,1,0.15,0.15,0.45227,0.26894,0.18333,2,3,2,4
32,NaN,0,NaN,2,3,1,0.25,0.25,0.26894,0.45227,0.18333,8,3,3,4
33,NaN,0,NaN,2,2,1,0.25,0.25,0.26894,0.49911,0.23017,13,3,3,1
34,NaN,0,NaN,2,3,1,0.4,0.4,0.14805,0.24071,0.092667,19,2,4,1
35,NaN,0,NaN,2,4,2,0.25,0.25,0.43782,0.62216,0.18433,19,4,3,4
36,NaN,0,NaN,2,4,2,0.25,0.25,0.43782,0.57532,0.1375,18,4,3,1
37,NaN,0,NaN,1,1,1,0.25,0.25,0.57532,0.43782,0.1375,2,4,3,1
38,NaN,0,NaN,2,4,2,0.4,0.4,0.26894,0.49911,0.23017,9,3,4,1
39,NaN,0,NaN,2,4,2,0.4,0.4,0.43782,0.62216,0.18433,11,4,4,4
40,NaN,0,NaN,2,2,1,0.15,0.15,0.43782,0.62216,0.18433,18,4,2,4
41,NaN,0,NaN,1,2,2,0.15,0.15,0.49911,0.26894,0.23017,16,3,2,1
42,NaN,0,NaN,1,2,2,0.15,0.15,0.57532,0.43782,0.1375,13,4,2,1
43,NaN,0,NaN,1,2,1,0.4,0.4,0.51571,0.14805,0.36767,14,2,4,4
44,NaN,0,NaN,1,1,1,0.4,0.4,0.57532,0.43782,0.1375,5,4,4,1
45,NaN,0,NaN,1,4,1,0.15,0.15,0.62216,0.43782,0.18433,4,4,2,4
46,NaN,0,NaN,2,1,1,0.25,0.25,0.26894,0.49911,0.23017,8,3,3,1
47,NaN,0,NaN,1,4,1,0.25,0.25,0.24071,0.14805,0.092667,20,2,3,1
48,NaN,0,NaN,1,4,1,0.25,0.25,0.51571,0.14805,0.36767,20,2,3,4
49,NaN,0,NaN,2,4,2,0.25,0.25,0.26894,0.49911,0.23017,11,3,3,1
50,NaN,0,NaN,2,4,2,0.25,0.25,0.26894,0.45227,0.18333,12,3,3,4
51,NaN,0,NaN,1,2,2,0.25,0.25,0.45227,0.26894,0.18333,17,3,3,4
52,NaN,0,NaN,2,1,2,0.25,0.25,0.14805,0.51571,0.36767,11,2,3,4
53,NaN,0,NaN,1,2,2,0.15,0.15,0.24071,0.14805,0.092667,3,2,2,1
54,NaN,0,NaN,2,3,1,0.25,0.25,0.14805,0.24071,0.092667,10,2,3,1
55,NaN,0,NaN,2,1,2,0.15,0.15,0.43782,0.57532,0.1375,4,4,2,1
56,NaN,0,NaN,1,4,1,0.25,0.25,0.62216,0.43782,0.18433,2,4,3,4
57,NaN,0,NaN,2,4,2,0.25,0.25,0.43782,0.62216,0.18433,17,4,3,4
58,NaN,0,NaN,2,3,2,0.4,0.4,0.26894,0.49911,0.23017,15,3,4,1
59,NaN,0,NaN,1,1,1,0.4,0.4,0.62216,0.43782,0.18433,14,4,4,4
60,NaN,0,NaN,1,4,1,0.4,0.4,0.24071,0.14805,0.092667,17,2,4,1
61,NaN,0,NaN,1,4,2,0.25,0.25,0.62216,0.43782,0.18433,9,4,3,4
62,NaN,0,NaN,2,2,2,0.4,0.4,0.43782,0.62216,0.18433,6,4,4,4
63,NaN,0,NaN,2,4,2,0.15,0.15,0.43782,0.57532,0.1375,18,4,2,1
64,NaN,0,NaN,2,3,1,0.4,NaN,0.43782,NaN,0.18433,3,4,2,4
65,NaN,0,NaN,2,1,1,0.25,NaN,0.14805,NaN,0.36767,16,2,2,4
66,NaN,0,NaN,1,1,1,0.1,NaN,0.075858,NaN,0.18333,5,3,4,4
67,NaN,0,NaN,1,1,1,0.4,NaN,0.14805,NaN,0.1375,2,4,2,1
68,NaN,0,NaN,2,2,1,0.6,NaN,0.26894,NaN,0.1375,20,4,4,1
69,NaN,0,NaN,1,4,1,0.6,NaN,0.14805,NaN,0.1375,7,4,4,1
70,NaN,0,NaN,1,3,1,0.6,NaN,0.62246,NaN,0.18333,14,3,4,4
71,NaN,0,NaN,1,1,2,0.1,NaN,0.075858,NaN,0.092667,3,2,3,1
72,NaN,0,NaN,1,1,1,0.4,NaN,0.26894,NaN,0.18333,7,3,4,4
